TitreId,filmoId,typeTitreId,prefixe,titre
12147,17793,1,,Faustine
12148,15805,1,,Terreur dans l'Express de Shanghai
12149,16532,1,,Dikaya ohota korolja staha
12150,17646,1,Una,Vampata di violenza
12151,17087,1,,King of Hearts
12154,18075,1,The,Settler
12155,16418,1,,Corridor
12156,16857,1,,Parlons femmes
12157,15836,1,,Phatik and the Juggler
12158,16845,1,,Maa on syntinen laulu
12159,19195,1,Le,Jour du chien
12160,17306,1,The,Myth
12161,15816,1,,Une fille de Bagdad
12164,17131,1,,Among the Grey Stones
12166,16976,1,The,Sudden Fortune of the Poor People of Kombach
12167,16604,1,L',Audience
12168,17709,1,,Mother-to-Be
12170,19175,1,La,Chute des Romanov
12171,18087,1,,Naked Dreams
12172,16533,1,,Dingo le chien sauvage
12175,18501,1,,Autour de la perception
12176,17135,1,,Vassia
12178,16688,1,,Conte de la folie ordinaire
12179,19388,1,L',Exploit de l'éclaireur
12180,18885,1,Les,Fleurs du soleil
12181,17042,1,La,Mort est mon métier
12183,16603,1,,Antinea l'amante della città sepolta
12184,16437,1,,Un accident de chasse
12185,18634,1,L',Obsession de Sarah Hardy
12187,17189,1,,JE
12188,18890,1,,Junge Welt
12189,17686,1,,Parcs Atlantiques
12190,16846,1,,Mädchenjahre einer Köningin
12191,17778,1,The,Howling 3
12193,18689,1,,Invitation au meurtre
12194,20097,1,The,Expedition
12196,15421,1,,Castle of the Dead
12197,16654,1,,Tueurs de dames
12198,17027,1,,Delusions of Grandeur
12199,16251,1,,"Pan Yuliang, Spirit of a Woman Painter"
12200,16336,1,,Intimate Desires of Women
12201,16268,1,L',Île du chagrin
12202,15672,1,Le,Club des baby-sitters
12203,17100,1,,Sinners of Paris
12205,16632,1,,Burziani
12206,16684,1,,Bajka o zmarnowanym czasie
12207,17140,1,Les,Guerriers de la nuit
12208,16455,1,,Just Like at Home
12209,15497,1,,Intrigues en Orient
12210,16329,1,,"Barronhos, qui a peur du pouvoir populaire"
12211,15624,1,Les,Vendanges de feu
12212,16325,1,,100 000$ pour Ringo
12213,16716,1,The,Counterfeiters
12214,15033,1,,France Incorporated
12215,16251,1,The,Painter
12216,14736,1,,Terre et liberté
12217,15407,1,,Mystery of the Red Orchid
12219,17009,1,,Sans fin
12220,18254,1,,Friday the 13th : Part III
12221,14987,1,,Jamais plus jamais
12222,16828,1,,Gunfighters of Casa Grande
12223,15544,1,,Dracula Today
12224,16479,1,L',Assomoir
12225,17646,1,The,Wise Guys
12228,16983,1,The,Passer-By of Sans Souci Café
12229,15809,1,,Night of the Askari
12230,16857,1,,Let's Talk About Women
12231,15427,1,,Carmilla
12232,16631,1,,Back to the Wall
12234,15470,1,Les,Malles de Monsieur O.F.
12235,16864,1,,She
12236,16401,1,A,Girl of Good Family
12237,15699,1,,Long Distance
12238,15874,1,,Un pont trop loin
12239,18498,1,Les,Tomates tueuses contre-attaquent
12240,18141,1,,Meurtres en V.H.S.
12241,15789,1,,2 x 50 Years of French Cinema
12242,16336,1,The,Ideal Marriage
12243,18501,1,,Around perception
12244,16778,1,L',Homme aux poings d'or
12246,15585,1,Il,Trono di fusco
12248,18284,1,,Deadlier Than the Male
12249,19087,1,,Ça commence à Veracruz
12250,17596,1,Le,Collège du cimetière
12251,17478,1,La,Dame au manteau d'hermine
12252,16337,1,The,Naked and the Brave
12253,16820,1,,Linus eller tegelhusets hemlighet
12254,16407,1,The,Man Who Loves the Birds
12255,18697,1,,Terror
12256,17523,1,,Lebass baraye arossi
12257,16813,1,,"Chère maman, je vais bien"
12258,16575,1,,Men Behind Bars
12259,14978,1,,Das Passiert Immer nun den Anderen
12260,18166,1,The,Star Man
12261,15734,1,Le,Grande Magic Circus
12262,17969,1,La,Mouche 2
12264,18894,1,,Mackenzie King & the Unseen Hand
12265,16435,1,La,Chasse à l'homme est ouverte
12267,18375,1,Il,Diavolo innamorato
12269,17111,1,,États d'âmes
12270,18773,1,Le,Calde notti di Lady Hamilton
12271,19388,1,,Secret Agent
12272,17878,1,,Friends of Research and Odd Gadgets
12275,16741,1,Le,Congrès s'amuse
12276,17346,1,Ein,Kurzer Urlaub
12277,17534,1,Les,"Aventures de Brisco County, Jr."
12280,18712,1,The,Destructors
12281,18907,1,La,Belle et le cavalier
12282,18138,1,,Danger haute tension
12283,17722,1,L',Attaque des morts vivants
12284,17989,1,,Weekend à Zuydcoote
12286,16484,1,,Sabotage à Berlin
12288,16240,1,L',Amour en équation
12289,14940,1,,Une bringue d'enfer
12290,14800,1,Le,Signe de Vénus
12291,17239,1,,Mon oncle m'a donné
12293,13528,1,O,Jovem Torless
12294,16264,1,,Under the Domim Tree
12295,15882,1,Le,Retour de Frankenstein
12296,15034,1,,Rouge Venise
12297,18107,1,Le,Docteur et les assassins
12298,16741,1,The,Congress Dances
12299,15022,1,Le,Seigneur des bordels
12300,16605,1,A,Game for Six Lovers
12301,13360,1,,Scarlet Buccaneer
12302,16499,1,,Un gardien de plage en hiver
12303,16701,1,Le,Grand couteau
12307,17246,1,,Znameni trojuhelniku
12308,17746,1,,Désirs meurtriers
12309,15805,1,The,Panic on the Trans-Siberian Train
12310,14929,1,,Express en péril
12311,15796,1,,Cent ans de cinéma japonais
12312,16849,1,Le,Fidèle vagabond
12313,17433,1,,Symphony for a Massacre
12315,13511,1,,Refus
12316,15745,1,,Eve
12317,17568,1,,American Warrior
12318,16148,1,,Gérard D. Laflaque
12320,15134,1,,Hlineny holub
12321,17432,1,,Swiadek koronny
12322,17140,1,I,Guerrieri della notte
12323,14563,1,,5 1/2
12324,15113,1,Le,Feu sur la glace
12326,16769,1,The,First Cry
12327,18894,1,The,King Chronicle Part 1
12328,18075,1,,Colonization
12329,15183,1,,"Hany as ora, vekker ür?"
12330,18382,1,,When I Was Dead
12331,16304,1,,Time of a Journey
12332,18045,1,Le,Présent singulier
12334,18259,1,,My Berlin Has No First Name
12335,17770,1,,Nico
12337,18438,1,,Get Your Handkerchiefs Ready
12339,21325,1,,Tom & Jerry à Naples
12341,16724,1,,Terreur en mer
12342,17591,1,Der,Groáe Blonde mit einem Schwarzen Scuth
12343,17796,1,,Like a Turtle on its Back
12344,18794,1,,Flying! (From the Origine to 1909)
12346,18886,1,,"Gestern, Heute und Morgen"
12347,18376,1,,Down and Dirty
12348,16665,1,The,Home and the World
12349,16738,1,,Code Seven... Victim Five
12350,16437,1,A,Hunting Accident
12351,16842,1,,Lyutyi
12353,13977,1,,Un scandale à la Cour
12354,15659,1,,Traquée
12357,16854,1,La,Gloire et la peur
12358,16270,1,,How to be Loved
12360,16523,1,,Dunja
12362,17261,1,,Organy
12363,16809,1,,Improvvisamente una sera... un amore
12365,16023,1,,Kiss of Evil
12366,16182,1,,Oggetti Smaritti
12368,18925,1,,Profession: Magliari
12370,20236,1,The,Wild Oat
12371,17384,1,,"Beyond Sorrow, Beyond Pain"
12372,19955,1,,Mort subite
12373,17381,1,,Week-end d'un champion
12374,16985,1,The,Sting of Death
12375,17266,1,El,Golpe blanco
12376,21618,1,Die,Sonntagsfrau
12377,18436,1,,My Best Friend's Girl
12378,18864,1,,Allegro vivace. La musique adoucit les ours
12379,21476,1,,Touch and Go
12380,19091,1,,Minute Counts
12381,16983,1,La,Passante
12382,18377,1,,Nous nous sommes tant aimés
12383,17266,1,Le,Putsch blanc
12384,16845,1,,Earth is a Sinful Song
12385,15822,1,,"Dracula, prince des ténèbres"
12386,16647,1,,Capitaine Morgan
12387,16447,1,,Sweet France
12389,19488,1,A,Paucity of Flying Dreams
12390,16970,1,,Meurtre au chenil
12392,16367,1,,Rywalka
12393,16749,1,,Kaiser und eine macht
12394,18722,1,Le,Jour du dauphin
12395,18721,1,,Z.O.O.
12396,18495,1,,Société secrète
12397,17537,1,,Rage de dents
12398,15620,1,,Dracula et les femmes
12399,18392,1,L',Enfer des morts vivants
12400,16761,1,,Who Is That Man?
12401,17008,1,Le,Profane
12402,17346,1,,Brèves vacances
12403,16407,1,,Cetovek uhodit za pticami
12404,19223,1,,People Might Laugh at Us
12405,18275,1,The,End a the Day
12406,18860,1,,Frankenstein 2000
12407,16713,1,Le,Concours
12408,19136,1,,Horizon - The Wandering Jew
12409,20221,1,The,Game of Love
12410,19593,1,,Popeye the Sailor Meets Ali Baba's 40 Thieves
12412,16333,1,,Ya shagayu po Moskve
12413,16552,1,,Maudite Aphrodite
12414,17429,1,La,Quintette d'une petite ville
12415,19938,1,Le,Saut
12416,20370,1,,SOS
12417,17066,1,,"Come to My Place, I'm Living at My Girl Friend's"
12418,19551,1,,Class of 2001
12419,18091,1,Der,Körper meines Feindes
12420,20273,1,,Donald et Dingo au Far West
12422,17753,1,,Planet of Blood
12423,21576,1,,Drifting
12425,17366,1,,How Funny Can Sex Be?
12426,17569,1,,Anguish
12427,15425,1,The,Way and the Body
12428,15483,1,,From Top to Bottom
12429,16336,1,Le,Mariage parfait
12431,16731,1,Le,Cavalier au masque
12433,18143,1,,Return of the Living Dead Part 2
12434,16523,1,Le,Maître de poste
12435,16555,1,L',Imitateur
12436,15427,1,The,Curse of the Karnsteins
12437,16448,1,,Ainsi parlait Bellavista
12439,15778,1,La,Renarde
12440,16829,1,,Loafing and Camouflage
12441,17503,1,Los,Que vivien donde sopla el vieto soave
12442,16742,1,The,Possessed
12443,16558,1,,C'est le petit qu'il nous faut
12444,18026,1,La,Novice
12445,16424,1,Les,Z'héros du cinéma
12446,15520,1,,Fear o' God
12447,17906,1,,Destruction ou La nouvelle guerre des mondes
12450,15417,1,,Amour et mensonges
12452,21618,1,,Sunday Woman
12453,19024,1,La,Belle Hongroise
12454,18889,1,Las,Parejas
12458,15636,1,,Cinq tableaux cinq paysages
12459,17547,1,,Tonnellerie
12460,18282,1,The,Return of Don Camillo
12461,16753,1,,Cher John
12463,18116,1,A,Lifetime
12464,17776,1,La,Brigade des monstres
12465,20481,1,,Raggedy Ann & Andy
12466,17437,1,,Tu ne seras pas luxurieux
12467,15742,1,,"Ich, Dr. Fu Man Chu"
12468,16547,1,,À fleur de peau
12469,16398,1,La,Femme
12471,17212,1,,Joe and Valerie
12472,16562,1,,Week-end en famille
12474,16764,1,,Class Enemy
12475,16952,1,Les,Monts Taebaek
12476,16665,1,La,Maison et le monde
12479,18034,1,Os,Noivos da revolucao
12480,16151,1,A,Thousand Moons
12481,18149,1,,Appelez-moi Johny 5
12482,18006,1,The,Spider Web
12483,18246,1,La,Nuit du crime
12484,17729,1,,"Chronique coloniale, Mother Dao"
12485,16101,1,The,Entreaty
12486,16524,1,,Derevo Jamac
12488,16682,1,,White Colt
12489,16767,1,The,Contract
12490,15449,1,Il,Castello di Fu Manchu
12492,15279,1,,Racines
12493,16288,1,,Music for December
12494,16554,1,L',Inconnu
12496,18120,1,,Vive la vie
12497,15872,1,,Wing or Thight
12498,15438,1,,Ce n'est qu'un au revoir
12499,15490,1,,Monte Carlo Madness
12500,16690,1,The,Dancing Hawk
12501,17602,1,The,Case is Closed
12502,16874,1,,As Long As You're Healty
12503,16283,1,,"John Paul Jones, maître des mers"
12504,16325,1,,Sangre sobre Texas
12505,19607,1,,Chronique entomologique
12506,16710,1,,Brother
12507,19626,1,The,Duel
12508,18751,1,,Schlappschuá
12509,18538,1,Les,Chars
12510,17593,1,,Elmer le remue-méninges
12511,15560,1,Il,Mondo nuovo
12512,15801,1,,Alien Encounters
12513,16768,1,,Bald Dog Rock
12514,16561,1,,Cibles de choix
12515,16921,1,L',Anthologie des Beatles
12516,17291,1,,Héros à vendre
12517,17932,1,The,Haunting of Hamilton High
12518,15505,1,La,Lutte contre le cancer
12519,16824,1,,Ce n'est pas une vie
12520,17514,1,,Drogues
12521,15457,1,La,Villa des piqués
12522,17936,1,La,Fissure
12523,17755,1,,Tango macabre
12524,15697,1,The,Unseen Heroes
12525,16403,1,,Hôtel « Chez alpiniste mort »
12526,15924,1,,Fashion File
12527,16525,1,The,Dervish and Death
12530,15155,1,,Fureur noire
12532,18381,1,,Rocco Papaleo
12534,17228,1,Le,Seigneur des anneaux
12535,17729,1,,"Mother Dao, the Turtlelike"
12536,15729,1,El,Umragolo
12537,17659,1,The,Antigravity Room
12538,19616,1,Les,Nouveaux anges
12539,16538,1,The,Days of Betrayal
12541,20584,1,,U S A Today : The Television Show
12542,20350,1,,Commando Phantom
12544,18151,1,L',Ensorceleuse
12546,18032,1,The,Vultures
12548,18879,1,,Andante gracioso. Adieu les roses!
12549,18383,1,,Head Hunter
12550,16736,1,,Underworld USA
12551,20413,1,,Betty Boop
12552,18889,1,,Drôles de couples
12553,18382,1,,Quando ero morto
12554,18119,1,La,"Vita, l'amore, la morte"
12555,18110,1,The,Good Guy and the Bad Guys
12556,15020,1,,Quatre hommes et une prière
12557,16740,1,,Wiener Kongress
12558,16650,1,,Ashanti sanket
12559,17011,1,The,Two Fragonards
12560,16336,1,Die,Vollkommene ehe
12562,17767,1,,Aux frontières de l'aube
12564,16659,1,The,Smurfs and the Magic Flute
12566,17008,1,L',Amateur
12567,18270,1,The,Devil and the 10 Commandments
12568,15491,1,L',Homme qui ne rit jamais
12569,15490,1,The,Bombardment of Monte Carlo
12570,15729,1,El,Umbraculo
12571,16432,1,,Obratnaya svyaz
12572,16684,1,Le,Conte du temps perdu
12573,16692,1,,City After Midnight
12574,15687,1,,Commando dans la Gironde
12575,15761,1,,"À bout de souffle, no 2"
12576,15890,1,The,Meaning
12577,14726,1,,Stories from the Kronen
12578,15385,1,,Playhouse Ninety
12579,16407,1,L',Homme poursuit les oiseaux
12580,15790,1,,Cinema of Tears
12581,16388,1,,Cintamani and Podvodnik
12582,17437,1,,Thou Shalt Not Commit Adultery
12583,18456,1,,"Rawhead Rex, le monstre de la lande"
12584,21574,1,,White Tracks
12585,18717,1,,Call Harry Crown
12586,19932,1,,Tatouage
12587,17617,1,The,Emigrants
12588,14270,1,,Operation Undercover
12589,16825,1,Le,Trouillard du Far West
12590,15790,1,,Cinéma de larmes
12591,15670,1,,Au secours du petit panda
12592,17439,1,,Débarras / délivrance
12593,16789,1,,Land der Raeuber und Gendarmen
12596,17239,1,,My Uncle's Legacy
12597,17405,1,,Spotkalem nawet szczesliwych cyganow
12598,21683,1,,Deux hommes en fuite
12599,17582,1,,One Sunday
12600,15794,1,The,Cinema on the Road
12602,16752,1,L',Héritage
12603,15708,1,The,Northerners
12605,18143,1,Le,Retour des mort-vivants 2
12607,19914,1,,Im Dreck Verreck
12608,19947,1,Les,Nouveaux vampires
12609,18735,1,Les,Démons du maïs 2
12610,15857,1,,Bons baisers d'Hollywood
12611,15822,1,,Bloody Scream of Dracula
12613,16915,1,,Sur la piste de la grande caravane
12615,17760,1,,Haute sécurité
12616,17591,1,The,Tall Blond Man with a Black Shoe
12618,19064,1,,"Douce nuit, sanglante nuit : l'initiation"
12619,18694,1,,Moins de 15 décibels
12620,16688,1,,Tales of Ordinary Madness
12622,17444,1,,Zum Freiwild Erklärt
12626,17125,1,,Thieves After Dark
12628,18146,1,L',Emprise des ténèbres
12629,17587,1,,Journal
12630,17130,1,,Minions of the Moon
12631,18218,1,,Abrexas
12632,16867,1,,Mother For Many Children
12633,17956,1,,Indiscretion of an American Wife
12634,18110,1,Les,Bons et les méchants
12635,17994,1,,Albert the Robot
12636,17503,1,,Those Who Live Where the Soft Wind Blows
12637,17523,1,Le,Costume de mariage
12638,18015,1,Les,Gages de la survie
12641,18633,1,Le,Cadavre assassiné
12642,17340,1,Le,Héros d'Iwo-Jima
12643,16676,1,Les,Pionniers
12644,17021,1,La,Poursuite du bonheur
12645,16395,1,,Dzien oczuszczenia
12646,17424,1,,Suknickar
12648,16224,1,Les,Liens du souvenir
12649,18140,1,,Ramer sous le vent
12650,16769,1,The,Cry
12652,15831,1,,Beaucoup trop pour un seul homme
12653,16571,1,,Drevo zhelaniia
12654,18159,1,,Histoires fantastiques
12655,17607,1,La,Cathédrale maudite
12656,21589,1,,Modern People
12657,18220,1,,Sinbad of the Seven Seas
12658,17570,1,,Asterix and the Big Fight
12660,17605,1,,Moi la femme
12662,17138,1,,Edith and Marcel
12664,16293,1,Le,Temps de l'amour
12665,17546,1,,Clous
12666,16858,1,La,Machination
12667,18234,1,La,Créature invisible
12668,18257,1,,Un hombre lobo americano en Londres
12669,15001,1,,Devil in the Flesh
12670,16407,1,,Man Who Loves the Birds
12671,18748,1,,Einmal Ist Nicht Genug
12672,19617,1,La,Chevauchée de la vengeance
12673,15027,1,The,Adventures of Milo and Otis
12674,14928,1,La,Mutante
12676,17576,1,La,Loterie
12677,17332,1,,"Tora-san, our Lovable Tramp"
12678,18435,1,,Femmes fatales
12679,17727,1,,Une mort programmée
12680,16383,1,,Bolivar sinfonia tropikal
12682,17837,1,,Charité bien ordonné
12683,18773,1,,Emma Hamilton
12684,17437,1,,Une brève histoire d'amour
12685,19692,1,,Zizanie dans le Bronx
12686,15565,1,,Apprehension
12687,18499,1,,Half World
12688,16812,1,,"Liberté, mon amour!"
12689,16432,1,,Feedback
12690,16965,1,,McGuire Go Home!
12691,15282,1,La,Vie d'un acteur
12692,18109,1,,Money Money Money
12693,17522,1,,Moi aussi je peux
12694,18041,1,,Chillida at Home : A Portrait
12695,18431,1,,One American Movie
12698,18112,1,,There Were Days and Moons
12699,18248,1,,Détective fantôme
12700,17833,1,The,Best of D-Net
12701,17545,1,,Santa Claus
12703,17920,1,,Repose en paix
12704,16756,1,,"Une jeune fille, un seul amour"
12705,18166,1,Le,Marchand de rêves
12706,18553,1,La,Grande noirceur
12707,17997,1,The,Spy of Man and His World
12708,21197,1,,S.A.S. à San Salvador
12709,17289,1,,Randonnée pour un tueur
12710,18142,1,Les,Forces du mal
12711,17313,1,,14 Americans : Directions of the 1970s
12712,17022,1,,Guardian Angel
12713,19138,1,The,Death Ray
12715,17285,1,Le,Repas du dragon
12716,20083,1,L',Homme que j'ai tué
12717,21511,1,,On n'achète pas le silence
12720,20238,1,The,Sicilian Clan
12722,15544,1,,"Dracula, Chelsea '72"
12723,16699,1,,Best Man Wins
12724,16749,1,,Kaiser and One Night
12725,15801,1,,Star Encounters
12726,17579,1,A,Film for Lucebert
12727,19851,1,Les,Larmes du prince noir
12729,18598,1,,Lost Time
12730,16397,1,,Cactus
12731,18111,1,The,Cat and the Mouse
12732,17271,1,La,Invasion de los muertes
12733,17444,1,,Mad Enough to Kill
12734,18373,1,The,Most Wonderful Evening of my Life
12735,21378,1,,Maryska a Napoleon
12739,19600,1,Le,Monstre au masque
12740,17292,1,The,Innocents
12741,17731,1,,Lethal Film
12742,18589,1,,Loin vers l'est
12745,19063,1,,Maisie's Love
12747,17660,1,Le,Cri de l'innocente
12748,18764,1,,"Carné, the Man Behind the Camera"
12749,18402,1,,Vendredi 13 : chapitre final
12750,18787,1,The,Black Tulip
12751,17427,1,,Surrender-Hell!
12752,15426,1,Das,Schloss des Grauens
12754,17120,1,A,Stone in the Mouth
12756,16864,1,The,Women
12757,16565,1,,Un vampire à Brooklyn
12758,15295,1,Le,Col de l'amour et de la haine
12759,17983,1,,Dangereuse rencontre
12760,16554,1,,Excès de confiance
12761,16680,1,,C'est vrai que ça cogne dur
12762,18111,1,Eine,Katze Jagd die Maus
12763,18193,1,,Terreur à New York
12764,18119,1,,Life Love Death
12765,16767,1,Le,Contrat
12766,17537,1,La,Rage de dent
12767,18003,1,The,Ghost of Saint-Constant
12771,18403,1,,Howling 2
12772,16213,1,Le,Diable en robe bleue
12773,16294,1,,Joy of Loving
12775,16238,1,,Motel St-Laurent
12776,16223,1,Les,Liens du sang
12777,16860,1,Les,Derniers jours de Pompéi
12778,17253,1,The,River Without Buoys
12779,17437,1,,Brève histoire d'amour
12780,18113,1,,Marriage
12783,17124,1,,"T'es fou, Jerry!"
12784,18907,1,,More Than a Miracle
12785,18226,1,,Shogun's Shadow
12786,16548,1,,Trois souhaits
12787,16657,1,Les,Mystères de l'âme
12788,16912,1,,"Papa, j'ai une maman pour toi"
12789,17709,1,,Maternité
12790,15503,1,,Il était une fois
12791,16466,1,,Regards et sourires
12792,19303,1,The,Water Foul
12793,16402,1,La,Guerra de los momios
12794,19272,1,The,Stilts
12795,18258,1,,At Home in a Foreign Country
12796,21595,1,,"Signore e signori, buona notte"
12797,18227,1,The,Visitor
12798,19185,1,,Witchcraft
12799,17566,1,L',Aventure fantastique
12800,17650,1,,Utterly Monstrous and Mind Roasting Summer of O.C. and Stiggs
12801,17113,1,Le,Cavalier solitaire
12802,17273,1,The,Gag Kings
12805,16679,1,,Crime et châtiment
12806,18572,1,,Musulman
12807,18505,1,,Notes élémentaires de génétique
12808,18905,1,,Microcosmos
12809,17978,1,,Critters II
12810,17749,1,,Une vie à prendre
12811,17141,1,,Renalto et Clara
12812,18152,1,La,Section
12813,18766,1,,Man to Men
12814,22033,1,The,Wolves among Themselves
12816,17620,1,La,Métamorphose du chef de la police politique
12817,21807,1,,Dangerous Kisses
12818,20029,1,,Man is Not a Bird
12819,19093,1,L',Évadé d'Alcatraz
12820,16618,1,,Black Victory
12821,15803,1,La,Texana y los hermanos penitencia
12822,16976,1,La,Soudaine richesse des pauvres gens de Kombach
12823,16683,1,,Six femmes pour l'assassin
12824,21661,1,The,Sins of Father Mouret
12825,16887,1,,Drum Crazy
12826,21660,1,L',Alouette
12827,19190,1,,Prisonnier du temps
12828,16968,1,,Flammes sur l'Asie
12829,19388,1,,Personne ne le saura
12830,18672,1,,Poste-de-la-baleine
12831,17262,1,El,Poema de las danzas
12832,18041,1,,Chillida Daheimsportrait
12833,18067,1,The,Path of Souls I
12834,19845,1,,Martine au pays des hommes
12835,17535,1,Les,Aventures du jeune Indiana Jones
12836,18116,1,,And Now My Love
12837,18716,1,Le,Prisonnier de la seconde avenue
12838,18744,1,The,German Chainsaw Massacre
12839,17437,1,,Tu ne commettras pas le péché de luxure
12840,18957,1,,Un cadeau du ciel
12841,18315,1,The,Silence of Elsewhere
12843,15764,1,The,Rose-Colored Telephone
12844,15158,1,Les,Horizons perdus
12845,18974,1,The,October crisis of 1970
12846,18447,1,L',Espoir
12848,17028,1,Il,Mio uomo è un selvaggio
12849,18453,1,,Chez moi à Copacabana
12850,19096,1,L',Enfer est pour les héros
12851,18649,1,Le,Coup de l'escalier
12852,17094,1,,Jonah and the Pink Whale
12854,17022,1,L',Ange gardien
12855,15426,1,,Castle of Horror
12856,16819,1,,"Lina Braake - Die Interessen der Bank koennen nicht die Interessen sein, die Lina Braake Hat"
12857,17471,1,,Devil's Island
12858,17262,1,,Poème de la danse
12859,19287,1,,Te souviens-tu de Dolly Bell?
12860,16188,1,,Air City
12861,18435,1,,"Cool, Calm and Collected"
12862,18382,1,,Ko sem bil mrtev
12865,15883,1,The,Silent Storm
12867,17600,1,The,New Ice Age
12868,18134,1,,Expérience interdite
12870,18483,1,,Starship
12871,16410,1,The,Princess
12872,17309,1,,Tango for a Bear
12873,21239,1,La,Chanson du champ de blé
12874,20820,1,,Introduction à l'anthropologie
12875,17130,1,,Favourites of the Moon
12877,18896,1,The,King Chronicle Part 3
12878,17527,1,,"Cas numéro 1, Cas numéro 2"
12879,17667,1,,Gala de la soirée des masques
12880,15897,1,The,House of Silence
12882,15806,1,Le,Cercle de fer
12883,17435,1,,T'as le bonjour de Trinita
12885,18588,1,La,Morsure
12886,17602,1,,Affaire classée
12887,18116,1,Ein,Leben Lang
12888,17023,1,Les,Lunettes d'or
12889,16190,1,,Michurine
12890,16684,1,,Tales of Lost Time
12891,17485,1,Ein,Berlin Harlem
12892,16834,1,,Ludwig - Requiem pour un roi vierge
12893,16442,1,,Signe de la vierge
12895,17932,1,,Hello Mary Lou
12896,21588,1,,Alta infedeltà
12897,16737,1,The,Doll
12898,17722,1,,Raptors
12899,16435,1,,Tragiczne polowanie
12900,17617,1,Les,Émigrants
12901,17382,1,The,Rubber Gun Show
12902,19140,1,,Chant d'amour inachevé
12903,16446,1,Le,Manuel du jeune empoisonneur
12904,18650,1,La,Cannonière du Yang-Tsé
12905,18539,1,The,Womb of Night
12906,19382,1,Les,Nouvelles TVA
12907,19661,1,,Desert Chase
12909,18890,1,A,Young World
12910,19175,1,La,Chute de la dynastie des Romanov
12911,17317,1,,Descente aux enfers
12912,20093,1,,Armageddon
12914,20083,1,,Broken Lullaby
12915,18772,1,,"Donne, mitra e diamanti"
12917,20119,1,A,Love Affair
12918,17878,1,,Frog
12919,20103,1,La,Jungle humaine
12920,18912,1,,Amsterdamné
12921,21660,1,,Sky Lark
12922,15759,1,,Stunden bis zur Ewigkeit
12923,18143,1,,Return of the Living Dead 2
12925,16181,1,,One Day Like Another
12928,16740,1,,Wiener Congress
12929,16819,1,,"Lina Braake, oder die Interessen des Bank können nicht die Interessen sein, die Lina Braake Hat"
12931,17617,1,Die,Emigranten
12932,18425,1,,Dan Candy's Law
12933,16472,1,,Ein Bulle Siehtrot
12934,15823,1,The,Devil's Bride
12936,17988,1,,Greed in the Sun
12937,16763,1,,Krol cyganow
12939,16870,1,The,Gorgon Case
12940,16728,1,Les,Héros de Telemark
12942,16753,1,,Dear John
12944,16667,1,La,Déesse
12945,15996,1,,G.B.H.
12946,18686,1,,Bench of Desolation
12947,21374,1,,Il était une fois... la légion
12948,17916,1,Les,Trois vies de Thomasina
12949,17968,1,,Motor Killer
12952,20454,1,The,Bugs Bunny - Road Runner Movie
12954,18122,1,The,Crook
12955,19173,1,,Cohabitation
12956,17316,1,Le,Tango de l'oiseau
12957,21448,1,,Victime du destin
12958,18432,1,,6 x 2 : Sur et sous la communication
12960,16707,1,L',Île au complot
12964,17977,1,,Cocoon II
12965,17444,1,,Tak szalona ze moze zabic
12966,18270,1,Le,Diable et les 10 commandements
12968,18888,1,Le,Voyage
12969,18721,1,A,Zed and Two Noughts
12970,16912,1,Les,Deux font la pair
12971,17013,1,,Un enfant de Calabre
12972,18150,1,,Terreur à Alcatraz
12973,15824,1,Le,Trésor de la montagne sacrée
12974,17526,1,,Solution
12975,17956,1,,Terminal Station Indiscretion
12976,20113,1,,Köhlhiesels Töechter
12979,20860,1,,Dezesseis zero sessanta
12980,17297,1,,Chauffeur de taxi
12981,19151,1,,Personnel et confidentiel
12983,17953,1,,Tension
12984,19149,1,La,Cage de ma tante
12985,17013,1,A,Boy from Calabria
12986,18190,1,Les,Cauchemars de Freddy
12987,18462,1,,Psychose 3
12988,18789,1,The,Parisian Life
12989,20041,1,,Remous
12990,21489,1,L',Auberge du mal
12991,17256,1,,Nobody Shall Be Laughing
12993,15624,1,La,Vallée des nuages
12994,16287,1,L',Heure du crime
12996,17424,1,,Practice Makes Perfect
12997,18648,1,Die,Hindenburg
12998,16541,1,,Docteur Glas
12999,15811,1,,Trois des chars d'assaut
13001,17723,1,,Monstres et merveilles
13002,18996,1,,Below Zero
13003,17885,1,,Junior quatre
13004,18590,1,Le,Son d'Hollywood
13006,16291,1,,In the Thick of It
13007,17124,1,,Cracking Up
13008,16440,1,,Uprostred nocniho ticha
13009,15757,1,,Second Chance
13010,18020,1,A,Monkey in Winter
13011,17277,1,A,Man's Tragedy
13012,18894,1,,Mackenzie King and the Unseen Hand
13013,18540,1,,Granit
13014,18199,1,Le,Tueur de la pleine lune
13015,17684,1,,Nominingue
13016,17455,1,Les,Chevaux sauvages
13017,17579,1,,Un film pour Lucebert
13018,21669,1,Les,Parents du dimanche
13019,21315,1,,Droopy pionnier
13022,21652,1,,Love Hangs on the Gibbet
13025,19177,1,,Confession criminelle
13027,17681,1,,Alice au pays des merveilles
13028,19169,1,The,House on Trubyana Square
13030,19169,1,La,Maison de la rue Trubnaja
13031,21532,1,Die,Tollen Charlots : Frechheit Siegt
13033,18518,1,Le,Jeu du diable
13035,18553,1,La,Vie avec Félix Leclerc
13036,21262,1,,Rien en commun
13037,18265,1,Le,Dernier témoin
13039,17603,1,Les,Palestiniens
