TitreId,filmoId,typeTitreId,prefixe,titre
100376,80538,4,L',Art d'être une bonne maîtresse
100377,80538,4,,J'aime les objets
100378,80538,4,,Jusqu'au boutisme 101
100379,80538,4,Le,Procès du zapping
100380,82469,1,,"Claire Denis, the vagabond"
100381,82470,1,,Libre échange
100383,82364,4,,Expos 2004
100384,82459,4,,1983 Montreal Expos Highlights
100398,82481,2,,À la Di Stasio
100399,82481,4,Les,Hits
100400,82481,4,,Patrick Huard
100401,82481,4,,Rome
100402,82481,4,,Palerme
100403,82481,4,,Don Alfonso
100404,82481,4,,Chianti
100405,82481,4,Les,Trois chefs
100407,82483,2,Les,Francs-tireurs
100408,79345,2,,Il va y avoir du sport!
100409,82485,2,,Il va y avoir du sport!
100423,81694,1,,Notre pain quotidien
100424,81694,1,,Our Daily Bread
100425,82500,1,,Tout ira bien
100427,67548,1,La,Succession
100428,82502,1,,Azul oscuro casi negro
100429,82502,1,,DarkBlueAlmostBlack
100430,82502,1,,Dark Blue Almost Black
100434,79699,1,L',Honneur de la cavalerie
100435,79699,1,,Honour of the Knights
100436,81691,1,,Par effraction
100437,82506,3,Les,Acculés
100438,82506,3,,Bon week-end
100439,82507,1,,Shinobi : Heart Under Blade
100440,79811,1,,Summer Palace
100441,79811,1,,Palais d'été
100442,79811,1,,Une jeunesse chinoise
100443,80842,1,,Citadelle
100446,5133,1,L',Âme soeur
100447,5133,1,,Alpine Fire
100448,5133,1,Il,Falò
100452,82512,1,,Tour
100453,82512,1,,Tower Block
100454,82513,1,,Mon amour
100455,82514,1,,Trouillard
100456,82515,1,,Commerce équitable
100457,82516,1,,Une vraie dure
100464,32054,3,The,Fury Plot
100469,80286,1,,Back to Normandy
100475,32846,1,The,Long Dark Night
100482,61194,1,,Screw Balls
100483,61194,1,,Screwball Hotel
100484,61194,1,,Zapped II
100485,61194,1,,Zapped 2
100486,82281,1,,Matière
100487,82281,1,,Material
100489,5841,1,,"Hawaï, Police d'État"
100490,5841,1,,Hawaï Cinq-0
100491,5841,1,,McGarrett
100492,5841,4,,Up Tight
100495,66290,1,,Ravel
100496,66290,1,Le,Cerveau de Ravel
100497,82536,1,A,Parting Shot
100498,82537,1,,Pirates des Caraïbes : jusqu'au bout du monde
100499,82537,1,,Pirates des Caraïbes 3
100500,82537,1,,Pirates of the Caribbean 3
100501,82539,1,Le,Mas des alouettes
100502,82539,1,La,Casa de las alondras
100503,82539,1,The,Lark Farm
100505,79265,1,Le,Zodiaque
100506,79265,3,,Chronicles
100507,82458,3,,Wonderland
100512,82544,1,Le,Nombre 23
100513,81696,1,Le,Come-back
100514,81696,1,,Couple et couplets
100515,81677,1,,Autumn Remembrance
100516,81677,1,,Curse of the Golden Flower
100517,81677,1,The,City of Golden Armor
100518,81677,1,La,Cité interdite
100519,81677,1,La,Malédiction des fleurs dorées
100534,82552,1,,Conversations with My Gardener
100535,82553,1,,Fissures
100536,82554,1,,Coeurs perdus
100537,82554,1,,Lonely Hearts Killer
100538,82555,1,Les,Boîtes
100541,82559,1,,Terror's Advocate
100542,82560,1,,Boulevard de la mort
100543,82560,1,,Quentin Tarantino's Death Proof
100544,82560,3,,Quentin Tarantino's Thunder Bolt!
100545,82560,3,,Thunder Bolt
100546,82565,1,L',Après-midi des chimères
100549,82571,1,A,Matter of Dignity
100550,82571,1,,Fin de crédit
100551,82571,1,The,Final lie
100556,82572,1,La,Vie et la légende de Wyatt Earp
100557,82572,1,,Wyatt Earp
100558,82540,4,,Rainmakers : Thailand
100559,82540,4,,Rainmakers : Zimbabwe
100560,82577,1,Le,Dernier témoin
100562,82310,1,,"ERNST, THE SWISS MOUNTAIN CLIMBER"
100565,23880,1,,Lectures diaboliques
100566,23880,1,,Hardcover
100569,82583,1,The,Tomorrow Man
100570,14976,1,,"No fear, no die"
100571,14976,1,,Al diavolo la morte
100572,14976,1,,Scheiß auf den Tod
100575,69533,2,,Monologues
100576,82587,1,The,Triumph Of The Nerds
100577,82588,1,Le,Prince et le pauvre
100593,10568,3,,Boom-Boom
100594,10568,2,,Tous les garçons et les filles de leur âge
100595,82593,3,,Détect Inc. : des héros de bungalow
100596,8588,1,,I Can't Sleep
100597,8588,1,,I'm Not Sleepy
100598,8588,1,,Ich kann nicht schlafen
100599,6598,1,Les,Violons de M.
100600,6598,3,,Amoroso
100601,6598,3,Le,Violon de Montréal
100602,6598,3,,Un accident si banal
100603,82535,2,,Rumeurs
100604,82535,4,,Tourner la page
100605,82535,4,,Suite et fuite
100606,82535,4,,Trafic
100607,82535,4,,Changement de régime
100608,82535,4,La,Belle et l'air bête
100609,82535,4,,Mauvais karma
100610,82535,4,,Rapprochements
100611,82535,4,L',Éternel féminin
100612,82535,4,Le,Don de soi
100613,82535,4,,Pardon et contrition
100614,82535,4,,Patience dans l'azur
100615,82535,4,,Apprivoisements
100616,82535,4,,Crises et chuchotements
100617,82535,4,Le,Commencement de la fin
100618,82535,4,Le,Grand inconnu
100619,82535,4,La,Thèse de l'accident
100620,82535,4,,Désordres habités
100621,82535,4,,Accomodements raisonnables
100622,82535,4,,Sans issue
100623,82535,4,La,Culture du silence
100624,82535,4,,"Attention, fragile 1ère partie"
100625,82535,4,,"Attention, fragile 2e partie"
100728,79770,1,,Être Innu
100729,79770,3,The,Innu of Sheshatstshiu
100730,82596,1,,Coast of Terror
100731,82597,1,The,Z Men
100732,82597,1,,Z-tzu te kung tui
100733,82608,1,,Trivial Pursuit : Metamorphosis
100734,22556,1,,Jeux de Jérolas
100735,13460,1,,Vive Québec!
100736,13460,1,,Vive Québec
100737,13460,3,,Si Québec m'était conté
100738,13460,3,,"Québec, une ville"
100739,80849,1,,Ces filles-là
100740,80849,1,,These Girls
100741,80849,1,El,Banete dol
100743,82612,1,The,Real Story... of the Three Little Kittens
100744,82612,1,The,Ice Queen Mittens
100745,54349,1,,"Août 42, Dieppe vous y étiez?"
100746,82621,1,Le,Noël de Madeline
100747,82620,1,,Madeline a Londres
100748,82622,1,,Madeline et les Tsiganes
100750,82623,1,,Madeline Sauvée des Eaux
100751,82624,1,,Madeline a Londres
101255,77205,1,Les,Joies innocentes de la projection
101292,82649,1,,"French Man, Native Son"
101293,79729,1,,"10 canoës, 150 lances et 3 épouses"
101294,82652,3,,Avà he mortu!
101295,82652,3,,Qui a dit que nous étions morts?
101296,82655,1,,Je suis l'autre
101297,82655,1,,I Am the Other Woman
101298,82012,1,La,Faille
101299,82656,1,,Dangereuse séduction
101300,82657,1,Le,Bonheur d'Emma
101301,82657,1,,Emma's Bliss
101305,82660,1,,Just About Love
101306,82661,1,Le,Chemin de San Diego
101307,82661,1,The,Road to San Diego
101308,82557,1,,I Don't Want to Sleep Alone
101309,82557,1,,Hei yanquan
101310,82557,3,,Dark Circle
101523,82625,1,,Clyde
101524,82626,1,,Clyde
101525,82627,1,,Clyde
101526,82628,1,,Clyde
101527,82629,1,,Clyde
101528,82630,1,,Clyde
101529,82631,1,,Clyde
101530,82633,1,,Clyde
101531,82634,1,,Clyde
101532,82662,1,,Clyde
101533,82663,1,,Clyde
101534,82664,1,,Clyde
101535,82665,1,,Clyde
101536,82666,1,,Clyde
101537,82667,1,,Clyde
101538,82668,1,,Clyde
101539,82669,1,,Clyde
101540,82670,1,,Clyde
101541,82671,1,,Clyde
101542,82672,1,,Clyde
101543,82673,1,,Clyde
101544,82674,1,,Clyde
101545,22811,1,,Nenette and Boni
101546,82613,1,,Croc Blanc
101547,75369,1,,Croc Blanc
101548,82614,1,,Croc Blanc
101549,82617,1,,Croc Blanc
101550,82618,1,,Croc Blanc
101551,80402,1,,Lacrosse Goals
101552,80402,4,,Fondamentaux
101553,80402,4,,Lancer
101554,80402,4,,Récupérer la balle
101555,80402,4,,Contact physique
101556,80402,4,Le,Jeu
101557,80402,4,,Offensive
101558,80402,4,,Défensive
101559,80402,4,Les,Pénalités
101560,80402,4,,Jeu d'équipe avancé
101561,80402,4,,Garder les buts
101562,80402,4,,Améliorer les habiletés
101563,80402,4,,Jeux rapides
101564,80402,4,,Techniques particulières
101565,80402,5,,Fondamentals
101566,80402,5,,Throwing Skills
101567,80402,5,,Ball Recovery
101568,80402,5,,Body Contact
101569,80402,5,,Game Play
101570,80402,5,,Team Offence
101571,80402,5,,Team Defence
101572,80402,5,The,Penalties
101573,80402,5,,Avanced Team Play
101574,80402,5,,Goaltending
101575,80402,5,,Honing Your Skills
101576,80402,5,,Quick Plays
101577,80402,5,,Game Specifics
101578,82619,1,,Croc Blanc
101579,82675,1,,Croc Blanc
101581,82676,1,,Croc Blanc
101582,82676,5,La,Vengeance
101583,82677,1,,Croc Blanc
101584,82677,5,La,Vengeance
101585,82678,1,,Croc Blanc
101586,82678,5,,Deux Êtres Libres
101587,82679,1,,Croc Blanc
101588,82680,1,,Croc Blanc
101590,82682,1,,Croc Blanc
101591,82683,1,,Croc Blanc
101592,82684,1,,Croc Blanc
101593,82685,1,,Croc Blanc
101594,82686,1,,Croc Blanc
101595,82681,1,,Croc Blanc
101596,82681,1,Le,Fil de la Vie
101597,19109,1,,Albert the Fifth Musketeer
101598,19109,1,,"Albert, le cinquième mousquetaire"
101599,82687,1,,Albert the Fifth Musketeer
101600,82687,1,La,Doublure du Duc
101601,82687,1,,Albert le Cinquième Mousquetaire
101605,82689,1,,Albert the Fifth Musketeer
101606,82689,1,La,Journée du Mousquetaire
101607,82689,1,,Albert le Cinquième Mousquetaire
101608,82688,1,,Albert the Fifth Musketeer
101609,82688,1,Le,Complot de l'Oreiller
101610,82688,1,,Albert le Cinquième Mousquetaire
101618,17511,2,,"À propos de Nice, la suite"
101619,82693,1,Le,Roi Arthur
101620,82693,4,,Arthur et le graal
101624,82694,1,,Albert the Fifth Musketeer
101625,82694,1,,Albert le Cinquième Mousquetaire
101626,82694,1,L',Espion
101627,82695,1,,Albert the Fifth Musketeer
101628,82695,1,,Albert le Cinquième Mousquetaire
101629,82695,1,Le,Gorille de sa Majesté
101630,82690,1,,Albert le Cinquième Mousquetaire
101631,82690,1,Les,Escarpins du Roy
101632,82691,1,,Albert the Fifth Musketeer
101633,82691,1,,Patchouli pour la Reine
101634,82691,1,,Albert le Cinquième Mousquetaire
101635,74488,2,,Ten Minutes Older : The Cello
101636,82692,1,,Albert the Fifth Musketeer
101637,82692,1,,Cuisine Royale
101638,82692,1,,Albert le Cinquième Mousquetaire
101639,82696,1,,Albert the Fifth Musketeer
101640,82696,1,,Albert le Cinquième Mousquetaire
101641,82696,1,Le,Carosse d'Or
101642,82697,1,,Albert the Fifth Musketeer
101643,82697,1,,Albert le Cinquième Mousquetaire
101644,82697,1,Le,Complexe du Roy
101648,82698,1,,Albert the Fifth Musketeer
101649,82698,1,,Albert le Cinquième Mousquetaire
101650,82698,1,La,Mission Cacao
101651,82699,1,,Albert the Fifth Musketeer
101652,82699,1,,Albert le Cinquième Mousquetaire
101653,82699,1,Le,Roy des Voleurs
101654,82700,1,,Albert the Fifth Musketeer
101655,82700,1,Le,Portrait Robot
101656,82700,1,,Albert le Cinquième Mousquetaire
101657,56693,1,,Good Work
101658,56693,1,Der,Fremdenlegionär
101667,82705,1,Les,Paras attaquent
101668,82704,1,The,Big donor show
101669,82707,1,,Un silence particulier
101675,6857,1,,Zazie in the Underground
101676,6857,1,,Zazie
101677,6857,1,,Zazie in the Subway
101678,6857,1,,Zazie nel metrò
101679,6857,1,,Zazie in der Metro
101680,4184,1,The,Judge and the Assassin
101681,4184,1,Il,Giudice e l'assassino
101682,4184,1,El,Juez y el asesino
101683,39926,1,La,Femme de mes amours
101684,39926,1,The,Sparrow's Fluttering
101685,59024,1,,American Bandstand
101686,59024,1,,New American Bandstand
101687,82714,1,La,Leçon d'anatomie
101688,74139,1,,Time Passes
101689,82722,1,A,Nest in the Heat
101690,82725,1,,Fonds Jean-Pierre Tadros
101691,70200,1,,Last Call for Mom
101692,19280,1,,Emergency Call : Hospital Code 66
101693,61510,4,,Panique sur la gare
101694,61510,4,,Jeu de massacre
101695,61510,4,Le,Tueur de la pleine lune
101696,61510,4,Les,Cobras
101697,61510,4,Le,Cahier de Jeanne
101698,61510,4,Le,Père fouettard
101699,61510,4,,Meurtre entre les lignes
101700,61510,4,Les,Compagnons de la loco
101701,61510,4,,Kamikaze express
101702,61510,4,,Marie Gare
101703,61510,4,,Pour sauver Pablo
101706,79083,4,,À votre santé
101707,79083,4,La,Terre est ronde
101708,79083,4,,Au delà du cliché
101709,79083,4,,Féminin pluriel
101710,79083,4,,Maires et mondes
101711,79083,4,,Une affaire de famille
101712,79083,4,Le,Nectar des dieux
101713,79083,4,,Saveurs exotiques
101714,79083,4,,Savoir faire
101715,79083,4,Le,Goût de découvrir
101716,79083,4,,Terre d'accueil
101717,79083,4,,Une affaire de coeur
101718,79083,4,,Si le monde m'était conté
101719,79772,3,La,Loi des paperboys
101721,82752,1,,Collection famille Fernand Lépine
101723,82757,1,,Montreal Expos 1991-Le vent tourne
101730,17279,1,,Ils vont tous bien!
101731,17279,1,,Everybody's Fine
101732,17279,1,,Tout le monde va bien
101733,17279,1,,Ils vont tous bien
101734,55948,1,,Trahison
101750,82766,1,,Fan's Video
101751,82766,1,,Otaku no bideo
101752,82768,1,,1970 Baseball Archives
101775,82774,1,,Vis libre ou crève
101776,82774,1,,Die Hard 4
101777,82775,1,,Our Earthmen Friends
101799,57871,1,Le,Mensonge de Nina Petrovna
101800,57871,1,The,Wonderful Lies of Nina Petrovna
101801,82787,1,,Manolescu
101802,82787,1,Der,König der Hochstapler
101803,82788,1,The,City of Songs
101804,82791,1,The,Countess of Monte Cristo
101805,60594,1,The,Mistress of Atlantis
101806,60594,1,Die,Herrin von Atlantis
101807,82792,1,,Gold
101808,82793,1,,Prince Woronzeff
101809,35452,1,Les,Enfants des montagnes
101810,42836,2,,Talkartoons
101811,82795,1,,Dérive mortelle
101812,82795,1,,Adrift
101813,82795,1,,Godspeed
101814,82795,1,,Open Water 2
101815,80540,1,,Wal-Town le film
101816,80540,1,,Wal-Town
101817,32695,1,,Two Centuries of Canadian Political Cartooning
101821,33865,1,,Une job steady... un bon boss... Yvon Deschamps
101822,33865,2,,Adieu alouette
101862,82801,3,,Trance
101863,82802,3,The,Astounding Giant Woman
101865,81690,1,A,Lost Man
101866,82809,1,,Egg
101867,82809,1,L',Oeuf
101868,82810,1,,All Is Forgiven
101869,82813,1,,2h37
101870,82813,1,,Two Thirty 7
101876,79719,1,Le,Metteur en scène de mariages
101877,79719,1,The,Wedding Director
101878,79043,1,The,Singer
101879,79705,1,,En avant la jeunesse!
101880,79705,1,,En avant jeunesse!
101881,79705,1,,Colossal Youth
101883,82823,1,,Shrek 3
101884,82826,1,Le,Faussaire
102025,82636,2,,Bien ou mal?
102026,82636,4,Les,Pressions morales sur les entreprises
102027,82636,4,Le,Choc développement-environnement
102028,82636,4,La,Commercialisation de l'eau
102029,82636,4,,Ficher publiquement les agresseurs sexuels
102030,82636,4,Les,Revendications religieuses des minorités.
102031,82636,4,Les,Mesures d'encouragement à la dénonciation
102032,82636,4,La,Discrimination positive
102033,82636,4,Les,Interventions de l'armée canadiennes en temps de paix
102034,82636,4,L',Attitude du Canada à l'égard des réfugiés
102035,82636,4,La,Surveillance au travail
102036,82636,4,Le,Statut particulier des amérindiens
102037,82636,4,Le,Prix des médicaments brevetés
102038,82636,4,L',Action politique des groupes communautaires
102040,45179,1,,Gâteaux
102041,45179,1,,Cookie
102042,45179,1,,Cookies
102043,45179,1,,Gâteau
102044,45179,1,,Kuchen
102045,45179,1,,Süti les pains
102046,45179,1,Les,Pains
102054,82832,1,,Fais-moi un chapeau en papier
102062,82759,4,,Opening Game 1977
102063,82759,4,,Opening Game 1977 : Olympic Stadium : Expos vs Phillies
102064,82759,5,,Match d'ouverture 1977
102068,82454,1,,1979 Montreal Expos Highlights
102069,82454,1,,Montreal Expos the Team of the Eighties
102071,82758,1,L',Année des recrues
102074,66863,3,,Hermel Volpé la machine de fer
102075,66863,3,,Volpé
102076,74863,3,The,United States of Albert
102077,74863,1,,F... Hollywood
102080,67221,3,,ROAD TO CASTAGNO : A RENAISSANCE DREAM
102081,71326,1,,After Othello
102082,71326,3,,Souvenirs d'Othello : entretien avec Suzanne Cloutier
102087,72708,1,,L5 : cité de l'espace
102088,39642,2,,Maxi Cat
102089,39642,1,L',Oeuf
102090,78669,1,,Children of the setting suns
102091,82840,1,,Crime and Punishment
102092,40621,1,Le,Balai
102093,40621,1,The,Broom
102094,40621,2,,Maxi Cat
102095,40470,1,La,Trappe à souris
102096,40470,1,The,Mousetrap
102097,40470,2,,Maxi Cat
102098,39694,1,La,Balle
102099,39694,1,The,Ball
102100,39694,2,,Maxi Cat
102101,40846,1,The,Dice
102102,40846,1,Le,Dé
102103,40846,2,,Maxi Cat
102104,41143,2,,Maxi Cat
102105,41143,1,Le,Parachute
102106,41143,1,,Parachute
102107,40755,2,,Maxi Cat
102108,40755,1,Le,Cigare
102109,40755,1,The,Cigar
102110,41226,1,Le,Poisson
102111,41226,1,The,Fish
102112,41226,2,,Maxi Cat
102113,40953,1,Le,Goûter
102114,40953,1,,Lunch
102115,40953,2,,Maxi Cat
102116,41411,1,The,Telephone
102117,41411,2,,Maxi cat
102118,41411,1,,Téléphoner
102126,43089,1,La,Révolution interplanétaire
102127,43089,1,,Mezhplanetnaya revolyutsiya
102128,43089,1,,Myejplanyetnaya Revolioutsiya
102129,43089,1,,Interplanetary Revolution
102130,43089,1,,Révolution interplanétaire
102131,82843,1,,Fragiles
102132,82844,3,La,Seule solution
102137,29634,1,,Little and Big
102138,29634,1,Le,Petit et le Grand
102139,29634,1,Der,Kleine und der Grosse
102145,39162,1,,Fliessend-Gleitend
102146,39162,1,,Twiddle-Twiddle
102147,39162,1,,Glisse et Rampe
102148,38086,1,,Toadstools
102149,38086,1,,Champignon
102164,82848,1,The,Son of the Night
102165,76552,1,,"Ben Casey, M.D."
102166,76552,4,,Homecoming
102167,82850,1,,"Ben Casey, M.D."
102168,82851,1,,Écoles de France
102176,38858,1,,Inventeur de chaussures
102177,38858,1,,Inventor of Shoes
102178,82856,2,,Carte blanche
102179,34231,3,,Commonwealth Court
102180,45071,1,,Rochers
102181,45071,1,,Stones
102182,7538,1,,Aventures extraordinaires de M. West au pays des Bolchevicks
102183,7538,1,,Ncobycajnye prikljucenija mistera vesta v strane bol'sevikov
102184,7538,1,Les,Aventures extraordinaires de Mister West au pays des Bolcheviks
102185,7538,1,The,Extraordinary Adventures of Mr. West in the Land of the Bolsheviks
102186,7538,1,,Neob'tchainie priklioutcheniya mistera vesta v ctrane
102187,7538,1,,Adventures of Mr. West
102188,7538,1,Les,Aventures extraordinaires de Mr. West au pays des Bolchéviques
102189,7538,1,,Neob'tchainie priklioutcheniya mistera vesta v ctrane bolchevikov
102190,7538,1,,Neobychainye priklyucheniya mistera Vesta v strane bolshevikov
102191,7538,1,,Neobychaynye priklyuchenia mistera Vesta v strane bolshevikov
102192,40721,2,,Maxi Cat
102193,40721,1,Le,Chapeau
102194,40721,1,The,Hat
102195,81813,1,,"Pour une dernière fois, Ferland"
102196,82870,1,,Montparnasse
102197,82870,1,,Quatre cafés quatre crèmes
102198,56359,3,,Dubé : La passion d'écrire
102199,30521,1,,Optimist & Pessimist
102200,30521,1,,Optimiste et Pessimiste
102208,82881,1,,Alexandra
102209,82882,1,,Et puis les touristes
102210,82882,1,,And Along Come Tourists
102211,82883,1,,Un coeur invaincu
102212,82885,1,,De l'autre côté
102213,82885,1,The,Edge of Heaven
102214,82885,1,,Yasamin kiyisinda
102215,82886,1,,Before I Forget
102218,82890,1,,Nesfarsit
102220,82892,1,,One Hundred Nails
102223,82896,1,,"Funuke, Snow Some Love, You Losers!"
102224,82896,1,,"Funukedomo, kanashimino ai wo misero"
102226,82898,1,,Fengming : chronique d'une femme chinoise
102227,82898,1,,Chronicle of a Chinese Woman
102228,82899,1,Le,Bannissement
102229,82899,1,The,Banishment
102230,82899,3,,Zapakh kamnya
102231,82900,1,,Homme de cinéma : Pierre Rissient
102232,82901,1,Les,Méduses
102233,82901,1,,Jellyfish
102234,82903,1,,Liberation Day
102235,82905,1,,Water Lilies
102236,82905,3,Les,Pieuvres
102237,82906,1,L',Orphelinat
102238,82906,1,The,Orphanage
102239,82822,1,,Promise Me This
102240,82822,1,,Promets-moi
102241,82908,1,,Solitary Fragments
102244,82910,1,,Triangle
102248,82914,1,La,Nuit nous appartient
102251,82916,1,,Exilé
102252,82916,1,,Exiled
102254,82918,1,,Half Moon
102255,82918,1,,Nimewang
102256,82919,1,,2 Tage Paris
102257,82919,1,,Deux jours à Paris
102258,82919,1,,Zwei Tage Paris
102259,82919,1,,Two Days in Paris
102264,81213,1,,Job Trotter
102265,81213,4,,Cavalier / jockey
102266,81213,4,,Vigneron
102267,81213,4,,Illustrateur
102268,81213,4,,Coiffeur
102269,81213,4,,Dresseur d'animaux
102270,81213,4,,Costumier
102271,81213,4,,Nez
102272,79740,2,,Jeux de société
102273,79740,4,,Faut-il sortir la religion de l'espace public?
102274,79740,4,,Reste-t-il des hommes heureux?
102275,79740,4,La,Poupoune : pouvoir ou soumission?
102276,79740,4,,Vivre sans auto : utopie ou réalité?
102277,79740,4,,"Laisser son enfant en garderie, un crime?"
102278,79740,4,Le,Cerveau a-t-il un sexe?
102279,79740,4,,A-t-on abandonné les sans-abris?
102280,79740,4,Le,Monde serait-il meilleur avec une femme au pouvoir?
102281,79740,4,Les,Citoyens ont-ils un réel pouvoir?
102282,79740,4,,Doit-on légaliser le suicide assisté?
102283,79740,4,,Femmes au foyer : échec du féminisme ou droit fondamental?
102284,79740,4,La,Maladie mentale intéresse-t-elle encore les médecins?
102285,79740,4,L',Autorité et la discipline sont-elles des valeurs dépassées?
102286,79740,4,,Acharnement médical : faut-il toujours sauver la vie?
102287,79740,4,,Santé : responsabilité collective ou individuelle?
102288,79740,4,Les,Criminels ont-ils plus de droits que les victimes?
102289,79740,4,,Qui est le vrai monde?
102290,79740,4,La,Vieillesse est-elle une menace à la richesse?
102291,79740,4,,Sommes-nous plus riches qu'avant?
102292,79740,4,,Femmes musulmanes : doit-on lever le voile
102293,77756,1,La,Bulle
102294,77756,1,The,Bubble
102295,82816,1,Le,Feu sous la peau
102296,82924,1,La,Fiancée errante
102297,82924,1,A,Wandering Bride
102298,79110,1,,Raisons d'État
102301,80593,4,,Dégraissage
102302,80593,4,,Image de marque
102303,80593,4,,Questions/réponses
102304,80593,4,,Conscientisation
102305,80593,4,,Secrétaire personnelle
102306,80593,4,,Quitte ou double
102307,80593,4,,"Bienvenue, Terrebonne!"
102308,80593,4,,Sortie de secours
102309,80593,4,,Vibrations
102310,80593,4,Les,Trois B
102311,80593,4,,C't'encore drôle!
102312,80593,4,,Solde avant liquidation
102321,80827,2,,Prank Patrol
102322,80827,4,,Bad News Bakery
102323,80827,4,,Aliens Have Landed
102324,80827,4,,Dream Machine
102325,80827,4,,Bad Boyfriend
102326,80827,4,,Babysitter Blues
102327,80827,4,,Spy Kid
102328,80827,4,,Best of
102329,82936,1,,YUL
102339,81530,2,,Il était une fois dans le trouble
102340,81530,4,,Gamezone
102341,81530,4,La,Groupie
102342,81530,4,,Face de rat
102343,81530,4,,Steeeeve l'éventreur
102344,81530,4,La,Téléréalité
102345,81530,4,,Hypnose hippique
102346,81530,4,,"Tu t'imagines, Jon?!"
102347,81530,4,,Crédit roulant
102348,81530,4,L',Ultime retour du spécial horreur
102349,81530,4,,No problémo
102350,81530,4,,Fille chat
102351,81530,4,,Fond de vestiaire
102352,81530,4,Le,Collier
102353,81530,4,,Santé et sécurité
102354,81530,4,,"Maggie, mensonges et médecine"
102355,81530,4,,Gang de rue
102370,82937,2,,Virginie
102371,80975,1,,Black Book
102372,80975,1,Le,Carnet noir
102373,81678,1,,After the Wedding
102374,81678,1,,Efter bröllopet
102375,81678,1,,Après la noce
102376,81943,3,A,Day with Wilbur Robinson
102377,81943,1,,Bienvenue chez les Robinson
102379,17086,1,The,Woman Banker
102382,66312,1,,Dom Mastera
102383,66312,1,Das,Haus des Meisters
102384,80479,1,,You
102385,80479,1,,Toi ou la dérive sexuelle
102386,82217,1,,Burning Biosphere
102387,4259,1,La,Vidéo de Benny
102388,82950,1,,28 semaines plus tard
102389,82951,1,Les,"Simpson, le film"
102390,80798,2,,Podium
102391,80798,4,L',Eau qui glisse
102392,80798,4,Les,Sports de glace
102393,80798,4,Le,Paralympique
102394,80798,4,La,Descente extrême
102395,80798,4,L',Athlétisme
102396,80798,4,La,Course
102397,80798,4,Le,Tennis
102398,80798,4,Le,Golf
102399,80798,4,Le,Ski et le snow
102400,80798,4,Le,Vélo
102401,80798,4,Les,Planches
102402,80798,4,Le,Roulement à billes
102403,80798,4,,Alpinisme et escalade
102404,82956,4,L',Eau qui glisse
102405,82956,4,Les,Sports de glace
102406,82956,4,Le,Paralympique
102407,82956,4,La,Descente extrême
102408,82956,4,L',Athlétisme
102409,82956,4,La,Course
102410,82956,4,Le,Tennis
102411,82956,4,Le,Golf
102412,82956,4,Le,Ski et le snow
102413,82956,4,Le,Vélo
102414,82956,4,Les,Planches
102415,82956,4,Le,Roulement à billes
102416,82956,4,,Alpinisme et escalade
102417,82959,2,,Flash
102418,79303,4,,Rogers et moi
102419,79303,4,,Stress et champagne
102420,79303,4,,Mon ami le client
102421,79303,4,Le,"Bon, le bum et le philosophe"
102422,79303,4,,Ainsi soit Gilles...
102423,79303,4,Le,"Fric, l'éthique et la gloire"
102442,74987,4,,Séquences diverses (1928)
102443,74987,4,,Grey Owl (1930)
102444,37645,1,,Ho! Kanada
102447,80974,1,,Source sauvage
102448,80974,3,,Margie Gillis : inside out / de l'intérieur
102449,80974,3,,Inside Out
102451,64067,2,,Situations d'apprentissage
102452,64067,1,,Manchette
102460,61659,1,,Ainsi de suite
102461,61659,2,,Situations d'apprentissage
102462,61659,1,,Ici on diagueule
102475,82964,1,Les,Jeunes vieux
102476,82964,1,Les,Jeunes vieux-jeunes
102477,82964,1,Les,Jeunes-vieux
102478,82964,1,Les,Vieux jeunes vieux (ou Le spectateur)
102479,82964,1,Le,Spectateur
102480,82964,2,,Situations d'apprentissage
102481,64942,2,,Situations d'apprentissage
102482,64942,1,,En être ou pas
102483,64942,1,,Charlie (En être ou pas)
102484,65168,2,,Situations d'apprentissage
102485,65168,1,,Choisir c'est d'valeur
102486,65168,1,,Choisir c'est de valeur
102487,62929,2,,Information aux maîtres
102488,62929,1,L',Enfant
102489,82968,2,,Information aux maîtres
102566,82970,1,,"Dud, The Circus Performer"
102567,31659,1,,Si peu et si tant prêt à la fois
102570,64231,1,,Des notes - des notes - toujours des notes
102571,64231,1,,Mesure et évaluations
102574,82979,2,,Christie Comedy
102575,82979,2,,Vanity Comedies
102576,82980,1,,Callahan's Debut
102577,18560,1,,Pas assez maître
102578,18560,1,,Entreprise de toute une vie
102579,18560,2,,Relation pédagogique
102580,18560,1,,Passé maître
102581,30813,1,,Place à l'équation
102582,30813,2,,Relation pédagogique
102583,30813,3,,Magister et embarqué
102584,30813,3,,Magister et embarque
102586,82982,1,,Are Scotchmen Tight
102587,82982,2,,Al Christie Comedy
102588,43729,2,,Paul Terry Toon
102589,82983,1,,Riding Rivals
102591,82984,2,,Christie Comedy
102592,82984,2,,Vanity Comedies
102595,82985,2,,Our Gang Comedy
102596,82986,2,,Our Gang Comedy
102597,82991,2,,Our Gang Comedy
102598,82992,2,,Our Gang Comedy
102610,79135,1,The,Refugees of the Blue Planet
102611,79135,3,Les,Exilés de Gaïa
102612,79117,1,,Afghan Chronicles
102613,82429,1,,Memory Adrift
102614,82126,1,,Révérence
102615,82126,1,,Subservience
102617,82993,1,,Maq et l'Esprit de la forêt
102618,82993,2,,Talespinners 2
102619,80066,1,,Cinq gachettes d'or
