FilmoGenresCategoriesID,filmoId,sujetId
668,2208,5704
669,2208,4434
670,3096,5704
671,3096,4434
672,2308,5704
673,2308,4434
674,18762,4434
675,18762,2945
676,2148,5704
677,2148,4434
678,7078,5704
679,7078,4434
680,5888,5704
681,5888,4433
682,12926,5704
683,12926,4434
684,1139,5704
685,1139,4434
690,2300,5704
691,2300,4434
695,6501,5704
696,6501,4434
697,5954,5704
698,5954,4434
701,43132,5704
702,43132,4434
704,2135,5704
705,2135,4434
706,2761,5704
707,2761,4434
708,11674,5704
709,11674,4434
710,8773,4434
711,8773,2945
714,22457,5704
715,22457,4434
716,28109,5704
717,28109,4434
722,9680,5704
723,9680,4434
724,3046,5704
725,3046,4434
726,8900,5704
727,8900,4434
728,1004,5704
729,1004,4434
732,22625,4434
733,22625,2945
734,22673,5704
735,22673,4434
736,23698,5704
737,23698,4434
738,46410,5704
739,46410,4434
740,50827,5704
741,50827,4434
746,22499,5704
747,22499,4434
748,7073,5704
749,7073,4434
754,4918,5704
755,4918,4434
756,22858,4434
757,22858,2945
758,5588,4434
759,5588,2945
762,5432,4434
763,5432,2945
766,1360,5704
767,1360,4434
768,6383,5704
769,6383,4434
770,15886,5704
771,15886,4434
772,15127,5704
773,15127,4434
774,5738,4434
775,5738,2945
776,6858,5704
777,6858,4434
778,21459,4434
779,21459,2945
780,1158,5704
781,1158,4434
782,9844,5704
783,9844,4434
784,28814,4434
785,28814,2945
786,405,5704
787,405,4434
790,18033,4434
791,18033,2945
792,2668,5704
793,2668,4434
796,46704,5704
797,46704,4434
798,2732,4434
799,2732,2945
800,5434,5704
801,5434,4434
802,16801,4434
803,16801,2945
804,5435,5704
805,5435,4434
806,13610,5704
807,13610,4434
808,2129,5704
809,2129,4434
810,2741,5704
811,2741,4434
812,1366,5704
813,1366,4434
814,24269,5704
815,24269,4434
820,19275,4434
821,19275,2945
822,6182,5704
823,6182,4434
824,15273,5704
825,15273,4434
826,21032,13533
827,21032,4433
828,16792,4434
829,16792,2945
830,27787,5704
831,27787,4434
832,42296,5704
833,42296,4434
834,55346,5704
835,55346,4434
838,21600,5704
839,21600,4434
840,5922,5704
841,5922,4434
844,5278,5704
845,5278,4434
846,52738,13533
847,52738,4433
848,2349,5704
849,2349,4434
850,1331,5704
851,1331,4434
852,12280,5704
853,12280,4434
854,16834,5704
855,16834,4434
856,24229,5704
857,24229,4434
858,34713,5704
859,34713,4434
860,42390,5704
861,42390,4434
862,55570,13533
863,2877,5704
864,2877,4434
865,4471,5704
866,4471,4434
867,5924,5704
868,5924,4434
869,8837,5704
870,8837,5704
871,14037,5704
872,14037,4434
873,22187,13533
874,22187,4433
881,60624,5704
882,60624,4434
883,10925,5704
884,10925,4434
885,3373,5704
886,3373,4434
887,4498,4434
888,4498,2945
889,29187,4434
890,29187,2945
891,60625,5704
892,60625,4433
893,17591,4434
894,17591,2945
895,9771,5704
896,9771,4434
897,6245,5704
898,6245,4434
905,30887,5704
906,30887,4434
908,16785,4434
909,16785,2945
910,3889,5704
911,3889,4434
914,40172,5704
915,40172,4434
918,11404,5704
919,11404,4434
922,15017,5704
923,15017,4434
926,57664,3656
927,7067,5704
928,7067,4434
929,41198,5704
930,559,5704
931,559,4434
932,40314,5704
933,40314,4434
934,11467,5704
935,11467,4434
936,29770,5704
937,29770,4434
940,21757,5704
941,21757,4434
946,6522,5704
947,6522,4434
950,4362,5704
951,4362,4434
952,21334,5704
953,21334,4434
954,7088,5704
955,7088,4434
958,21713,5704
959,21713,4434
963,6783,5704
964,6783,4434
967,14510,5704
968,14510,4434
969,7084,5704
970,7084,4434
971,22875,5704
972,22875,4434
973,22369,5704
974,22369,4434
975,34127,5704
976,34127,4434
977,34127,5691
978,1113,4434
979,1113,2945
980,7996,4434
981,7996,2945
982,28910,4434
983,28910,2945
984,23649,4434
985,23649,2945
986,2474,4434
987,2474,2945
988,18279,4434
989,18279,2945
990,3306,4434
991,3306,2945
992,5927,4434
993,5927,2945
994,6712,4434
995,6712,2945
996,22847,4434
997,22847,2945
998,6772,4434
999,6772,2945
1004,22845,4434
1005,22845,2945
1006,23651,4434
1007,23651,2945
1008,662,4434
1009,662,2945
1012,22409,4434
1013,22409,2945
1014,6015,4434
1015,6015,2945
1016,17066,4434
1017,17066,2945
1018,34029,4434
1019,34029,2945
1024,619,4434
1025,619,2945
1026,9802,4434
1027,9802,2945
1028,12814,4434
1029,12814,2945
1030,2921,4434
1031,2921,2945
1032,2220,4434
1033,2220,2945
1034,8899,4434
1035,8899,2945
1038,2151,4434
1039,2151,2945
1042,5196,4434
1043,5196,2945
1046,965,4434
1047,965,2945
1048,6004,4434
1049,6004,2945
1050,2436,4434
1051,2436,2945
1052,60641,4056
1054,2171,4434
1055,2171,2945
1056,1992,4434
1057,1992,2945
1058,4363,4434
1059,4363,2945
1060,4363,12629
1061,5177,4434
1062,5177,2945
1063,4942,4434
1064,4942,2945
1065,1972,4434
1066,1972,2945
1069,3474,4434
1070,3474,2945
1071,60635,10152
1072,1993,4434
1073,1993,2945
1074,2752,4434
1075,2752,12629
1076,2752,2945
1079,973,4434
1080,973,2945
1081,1049,4434
1082,1049,2945
1083,2170,4434
1084,2170,2945
1089,446,4434
1090,446,2945
1091,54000,4434
1092,54000,2945
1097,6707,4434
1098,6707,2945
1099,6662,4434
1100,6662,2945
1101,1441,4434
1102,1441,2945
1105,7658,4434
1106,7658,2945
1107,12891,3656
1108,1936,4434
1109,1936,2945
1110,1453,4434
1111,1453,2945
1112,27696,4434
1113,27696,2945
1118,5165,4434
1119,5165,2945
1120,7890,4434
1121,7890,2945
1122,7890,5691
1126,2178,4434
1127,2178,2945
1128,2178,5691
1129,6526,5691
1130,6526,2945
1131,6526,4434
1132,6535,5691
1133,6535,2945
1134,6535,4434
1135,8626,5691
1136,8626,2945
1137,8626,4434
1147,3090,4434
1148,3090,2945
1149,447,4434
1150,447,2945
1151,447,5691
1154,440,4434
1155,440,2945
1156,440,5691
1157,433,4434
1158,433,2945
1159,433,5691
1160,60664,4434
1161,22168,4434
1162,22168,2945
1163,1452,4434
1164,1452,2945
1165,2330,4434
1166,2330,2945
1171,1934,4434
1172,1934,2945
1173,8843,4434
1174,8843,2945
1177,3553,4434
1178,3553,2945
1179,1938,4434
1180,1938,2945
1181,1695,4434
1182,1695,2945
1183,1037,4434
1184,1037,2945
1185,60672,4212
1186,2156,4434
1187,2156,2945
1188,7662,4434
1189,7662,2945
1190,22129,4434
1191,22129,2945
1192,9238,4434
1193,9238,2945
1194,60673,4434
1195,60673,2945
1196,39332,4434
1197,39332,2945
1198,23508,4434
1199,23508,2945
1202,23461,4434
1203,23461,2945
1204,22520,4434
1205,22520,2945
1206,60674,3656
1207,60675,3656
1210,7810,4434
1211,7810,2945
1212,41702,4434
1213,41702,2945
1216,6265,4434
1217,6265,2945
1218,4499,4434
1219,4499,2945
1220,60682,4434
1221,60682,2945
1222,22632,4434
1223,22632,2945
1224,11197,4434
1225,11197,2945
1226,60688,4434
1227,60688,2945
1228,60689,4212
1229,60692,3656
1230,39516,4434
1231,39516,2945
1232,11196,4434
1233,11196,2945
1234,20225,4434
1235,20225,2945
1236,10027,4434
1237,10027,2945
1238,4520,4434
1239,4520,2945
1240,43136,4434
1241,43136,2945
1242,22641,4434
1243,22641,2945
1244,43588,4434
1245,43588,2945
1246,43593,4434
1247,43593,2945
1248,41175,4434
1249,41175,2945
1250,10807,4434
1251,10807,2945
1252,13274,4434
1253,13274,2945
1254,1280,4434
1255,1280,2945
1256,12286,2945
1257,12286,4434
1258,16481,4434
1259,16481,2945
1260,24133,4434
1261,24133,2945
1262,42222,4434
1263,42222,2945
1266,1675,4434
1267,1675,2945
1270,2274,4434
1271,2274,2945
1272,6020,4434
1273,6020,2945
1274,11257,4434
1275,11257,2945
1276,33020,4434
1277,33020,2945
1278,6814,4434
1279,6814,2945
1280,4524,4434
1281,4524,2945
1282,1917,4434
1283,1917,2945
1284,60700,128
1285,60700,2945
1286,60700,1294
1287,60700,998
1288,60701,12329
1289,60701,9065
1290,1971,4434
1291,1971,2945
1292,2270,2945
1293,2270,4434
1294,52479,4434
1295,52479,2945
1296,6833,4434
1297,6833,2945
1298,1956,4434
1299,1956,2945
1300,17087,4434
1301,17087,2945
1304,1906,4434
1305,1906,2945
1306,2299,4434
1307,2299,2945
1308,23053,4434
1309,23053,2945
1310,3335,4434
1311,3335,2945
1312,2017,4434
1313,2017,2945
1314,60704,128
1315,60704,998
1316,11409,4434
1317,11409,2945
1318,3036,4434
1319,3036,2945
1320,3036,12629
1321,7648,4434
1322,7648,2945
1323,2230,4434
1324,2230,2945
1325,2290,4434
1326,2290,2945
1327,1854,4434
1328,1854,2945
1331,481,4434
1332,481,2945
1337,1105,4434
1338,1105,10507
1345,60656,12629
1346,3124,4434
1347,3124,10507
1348,1886,4434
1349,1886,10507
1350,8897,4434
1351,8897,10507
1352,60706,128
1353,60706,998
1354,60707,128
1355,60707,998
1356,5075,128
1357,5075,9065
1358,5075,11794
1365,3102,4434
1366,3102,10507
1367,1745,4434
1368,1745,10507
1369,25142,4434
1370,25142,10507
1371,6810,10507
1372,6810,4434
1373,2310,4434
1374,2310,10507
1379,1477,4434
1380,1477,10507
1381,1136,4434
1382,1136,10507
1383,24291,4434
1384,24291,10507
1385,4573,4434
1386,4573,10507
1391,3682,4434
1392,3682,10507
1393,1054,4434
1394,1054,10507
1395,1057,4434
1396,1057,10507
1399,3364,4434
1400,3364,10507
1401,13935,4434
1402,13935,10507
1403,3121,4434
1404,3121,10507
1405,10653,4434
1406,10653,10507
1407,1055,4434
1408,1055,10507
1409,2030,4434
1410,2030,10507
1411,837,4434
1412,837,10507
1413,2229,4434
1414,2229,10507
1415,3138,4434
1416,3138,10507
1417,2085,4434
1418,2085,10507
1419,2153,4434
1420,2153,10507
1421,3587,4434
1422,3587,10507
1423,14575,4434
1424,14575,10507
1425,60709,3656
1428,3120,12629
1429,3120,4434
1430,3120,10507
1431,1872,4056
1432,1872,4434
1433,1872,10507
1434,2193,4434
1435,2193,10507
1438,10815,4434
1439,10815,10507
1440,11527,4434
1441,11527,10507
1442,3294,4434
1443,3294,10507
1444,6423,4302
1445,6423,4434
1446,6423,10507
1447,6505,4434
1448,6505,10507
1449,848,4434
1450,848,10507
1451,3127,4434
1452,3127,10507
1453,6743,4434
1454,6743,10507
1455,1853,4434
1456,1853,10507
1457,3148,4434
1458,3148,10507
1463,3151,4434
1464,3151,10507
1465,40432,4434
1466,40432,10507
1467,2189,4434
1468,2189,10507
1469,1576,4434
1470,1576,10507
1471,2285,4434
1472,2285,10507
1473,4161,4434
1474,4161,10507
1475,60710,2945
1480,1478,4434
1481,1478,10507
1482,3147,4434
1483,3147,10507
1484,2619,4434
1485,2619,10507
1486,3123,4434
1487,3123,10507
1488,6873,4434
1489,6873,10507
1490,1070,4434
1491,1070,10507
1494,3145,4434
1495,3145,10507
1500,7087,4434
1501,7087,10507
1502,60712,4434
1503,60712,10507
1504,60594,4434
1505,60594,10507
1508,15689,4056
1509,15689,4434
1510,15689,10507
1511,14859,4434
1512,14859,10507
1513,4169,4434
1514,4169,10507
1517,1939,4434
1518,1939,10507
1519,17930,4434
1520,17930,10507
1521,11017,4434
1522,11017,10507
1523,60715,128
1524,60715,10196
1525,10440,4434
1526,10440,10506
1527,14758,4434
1528,14758,10507
1529,35398,4434
1530,35398,10507
1531,5370,4434
1532,5370,10507
1533,11014,4434
1534,11014,10507
1535,12807,4434
1536,12807,10507
1537,2298,4434
1538,2298,10507
1539,35766,4434
1540,35766,10507
1541,35767,4434
1542,35767,10507
1543,5367,4434
1544,5367,10507
1547,3126,4434
1548,3126,10507
1549,3154,4434
1550,3154,10507
1551,3125,4434
1552,3125,10507
1553,11535,4434
1554,11535,10506
1555,13278,4434
1556,13278,10507
1559,17121,4434
1560,17121,10507
1561,4267,4434
1562,4267,10507
1563,32933,4434
1564,32933,10507
1565,33882,4434
1566,33882,10507
1571,20123,4434
1572,20123,10507
1573,15037,4434
1574,15037,10507
1577,1479,4434
1578,1479,10507
1579,3330,4434
1580,3330,10507
1581,12802,4434
1582,12802,10507
1583,3367,4434
1584,3367,10507
1589,1980,9065
1590,1980,4434
1591,1980,10507
1594,11015,4434
1595,11015,10507
1596,1924,4434
1597,1924,10507
1598,13354,4434
1599,13354,10507
1600,4277,4434
1601,4277,10507
1602,60723,3656
1605,11024,4434
1606,11024,10507
1609,958,4434
1610,958,10507
1611,16671,4434
1612,16671,10507
1616,37985,4434
1617,37985,10507
1618,11019,4434
1619,11019,10507
1622,3155,4434
1623,3155,10507
1626,16776,4434
1627,16776,10507
1628,11026,4434
1629,11026,10507
1632,3135,4434
1633,3135,10507
1636,15223,4434
1637,15223,10507
1639,3134,4434
1640,3134,10507
1641,4454,4434
1642,4454,10507
1643,1130,4434
1644,1130,10507
1645,18722,4434
1646,18722,10507
1649,17133,10507
1650,17133,4434
1651,1887,4434
1652,1887,10507
1653,10294,4434
1654,10294,10507
1659,10295,4434
1660,10295,10507
1663,6486,4434
1664,6486,10507
1665,11011,4434
1666,11011,10507
1667,11563,4434
1668,11563,10507
1673,2624,4434
1674,2624,10507
1675,6912,4434
1676,6912,10507
1679,11012,4434
1680,11012,10507
1681,3119,4434
1682,3119,10507
1683,10690,4434
1684,10690,10507
1687,4383,4434
1688,4383,10507
1689,572,4434
1690,572,10507
1691,30621,4434
1692,30621,10507
1693,3143,4434
1694,3143,10507
1695,26725,4434
1696,26725,10507
1697,21573,4434
1698,21573,10507
1699,17236,4434
1700,17236,10507
1703,31843,4434
1704,31843,10507
1705,3146,4434
1706,3146,10507
1707,31161,4434
1708,31161,10507
1709,12510,4434
1710,12510,10507
1711,15285,4434
1712,15285,10507
1713,21900,4434
1714,21900,10507
1715,11020,4434
1716,11020,10507
1717,1107,4434
1718,1107,10507
1719,5470,4434
1720,5470,10507
1723,1574,4434
1724,1574,10507
1725,2934,4434
1726,2934,10507
1727,1575,4434
1728,1575,10507
1729,1577,4434
1730,1577,10507
1731,3152,4434
1732,3152,10507
1733,3404,4434
1734,3404,10507
1735,3406,4434
1736,3406,10507
1737,3156,4434
1738,3156,10507
1739,3128,4434
1740,3128,10507
1741,6913,4434
1742,6913,10507
1743,11466,4434
1744,11466,10507
1745,2288,4434
1746,2288,10507
1749,1067,4434
1750,1067,10507
1755,60731,4434
1756,60731,10507
1763,3363,4434
1764,3363,10507
1765,3359,4434
1766,3359,10507
1771,11007,4434
1772,11007,10506
1773,60742,4434
1774,60742,10507
1781,10458,4434
1782,10458,10507
1789,22335,4434
1790,22335,10507
1791,12327,1294
1792,832,4434
1793,832,10507
1794,832,4056
1795,3554,4434
1796,3554,10507
1797,3554,4056
1798,19138,4434
1799,19138,10507
1802,60752,2945
1803,60752,11794
1804,60753,4434
1805,60753,10507
1808,60755,4434
1809,60755,10507
1817,17266,3656
1818,17266,9077
1819,60764,4056
1820,60764,10507
1821,60764,9065
1822,60765,9065
1823,60765,4056
1824,60767,3656
1829,11113,4101
1831,13888,4101
1832,19305,4101
1840,3220,4434
1841,3220,10507
1842,3220,4101
1843,60771,12417
1844,60772,4056
1845,60772,2945
1846,60773,4056
1847,60773,2945
1848,60774,4056
1849,60774,10507
1850,60774,11794
1851,17738,10626
1853,60769,3982
1854,60788,10626
1855,546,4434
1856,60791,3656
1858,60792,4212
1859,60793,3656
1860,60777,3656
1861,60778,3656
1862,60783,2945
1863,60783,2948
1864,60784,128
1865,60784,2945
1866,60795,3656
1867,60798,4434
1868,60802,4434
1869,60803,3985
1870,60803,13360
1871,60805,3658
1872,60770,766
1874,60806,6038
1875,60808,779
1876,60807,4213
1877,60809,12629
1878,60809,2945
1879,60810,3656
1880,60811,4434
1881,60812,3656
1882,60812,970
1883,60813,2945
1884,60814,779
1885,60814,3985
1886,60816,4213
1887,60817,3656
1890,60800,4434
1891,60815,3656
1894,60819,779
1896,60820,4434
1897,60821,4213
1900,60824,3656
1909,60833,4213
1910,60834,4434
1913,60835,4213
1914,60838,10507
1915,60838,4056
1916,60838,4434
1917,60839,4056
1918,60840,10507
1919,60840,4056
1920,60840,4434
1921,60840,11794
1922,60840,9065
1923,60841,4056
1924,60841,4434
1925,60841,12329
1926,60842,4056
1927,60842,10507
1928,60842,4434
1929,52641,4056
1930,52641,2945
1931,52641,4434
1932,60843,4056
1933,60843,4434
1934,60843,10507
1936,48790,4434
1937,48790,2945
1938,48790,5538
1939,47180,4434
1941,60845,7881
1945,60852,3409
1946,60853,3985
1949,47936,3956
1950,60855,3656
1951,60857,4434
1954,60858,4213
1955,52665,4434
1956,60860,3656
1957,51740,3982
1960,60862,4213
1962,60865,13533
1966,42303,4212
1970,60872,3982
1971,60873,4434
1972,60875,13523
1973,60879,4212
1974,9750,6355
1975,9750,10626
1979,60880,7876
1980,60881,7876
1981,9471,10626
1982,9471,3653
1983,29706,4212
1984,29706,10517
1985,60882,4434
1986,60884,10626
1987,40692,3956
1988,60885,4434
1989,48249,4433
1990,60887,13523
1991,60887,4212
1993,42729,3656
1994,60890,4434
1995,60891,4434
1996,60892,4434
1997,60893,4434
2010,11576,4434
2011,11576,998
2012,14946,4434
2013,14946,998
2014,14947,4434
2015,14947,998
2016,37085,4434
2017,37085,998
2018,39218,4434
2019,39218,998
2020,59244,4434
2021,59244,998
2022,2267,998
2023,2267,4434
2024,8907,4434
2025,8907,998
2026,41039,4434
2027,41039,998
2028,17713,998
2029,17713,4434
2032,45440,4434
2033,45440,998
2034,50469,4434
2035,50469,998
2036,5299,4434
2037,5299,998
2038,56328,4434
2039,56328,998
2040,24264,998
2041,24264,4434
2042,58645,998
2043,58645,4434
2044,17128,4434
2045,17128,998
2046,20638,998
2047,20638,4434
2048,33328,998
2049,33328,4434
2052,41501,4434
2053,41501,998
2054,60894,3656
2055,60894,139
2056,60895,3656
2057,60896,4434
2058,60897,4434
2059,60898,4434
2060,60901,2945
2061,60901,4434
2062,1910,4434
2063,1910,998
2064,9920,4434
2065,9920,998
2066,13131,998
2067,13131,4434
2068,23203,998
2069,23203,4434
2070,39105,4434
2071,39105,998
2072,39106,998
2073,39106,4434
2074,39993,998
2075,39993,4434
2076,41007,998
2077,53533,998
2078,53533,4434
2079,56741,998
2080,56741,4434
2081,35793,998
2082,35793,3656
2085,533,998
2086,533,4434
2087,10661,998
2088,10661,4433
2089,10277,4434
2090,10277,998
2091,10418,998
2092,10418,4434
2093,12968,998
2094,12968,4434
2095,21010,998
2096,21010,4433
2097,537,998
2098,537,4434
2099,538,998
2100,538,4433
2101,57489,998
2102,57489,4434
2103,526,5704
2104,526,4434
2105,526,998
2106,27930,5704
2107,27930,4434
2108,27930,998
2109,543,998
2110,543,4434
2115,532,998
2116,532,4434
2117,8646,998
2118,8646,4434
2119,3347,998
2120,3347,4434
2121,27883,998
2122,27883,4433
2123,51793,998
2124,51793,4434
2129,6367,4434
2130,6367,998
2131,26252,998
2132,26252,4434
2133,28015,998
2134,28015,4434
2135,45082,998
2136,45082,4434
2137,52428,998
2138,52428,4434
2139,5305,998
2140,5305,4434
2141,5330,998
2142,5330,4434
2147,46927,998
2148,46927,4434
2149,6161,998
2150,6161,4434
2151,36204,998
2152,36204,4434
2153,2231,998
2154,2231,4434
2155,56519,998
2156,56519,4434
2159,37360,998
2160,37360,4434
2163,25951,998
2164,25951,4434
2165,5317,998
2166,5317,4434
2167,53582,998
2168,53582,4433
2169,36592,998
2170,36592,4434
2171,38109,998
2172,38109,4434
2173,531,998
2174,531,4434
2175,527,998
2176,527,4434
2177,528,998
2178,528,4434
2179,544,998
2180,544,4433
2181,7790,998
2182,7790,4434
2183,2756,5704
2184,2756,4434
2185,2756,998
