filmoId,nomId
1213,32524
1213,38999
1213,49059
1214,45833
1215,29620
1216,38999
1217,39324
1218,3500
1219,11404
1220,39147
1221,28263
1222,42092
1223,3495
1224,39451
1225,23649
1226,858
1227,45450
1228,16313
1229,27368
1230,5578
1231,40421
1232,40698
1233,1485
1234,25458
1235,14463
1236,4653
1237,37919
1238,12366
1239,55777
1240,31161
1241,304
1241,4391
1241,4590
1241,5093
1241,6113
1241,7130
1241,7161
1241,8048
1241,13498
1241,14948
1241,16339
1241,17951
1241,18825
1241,20026
1241,20415
1241,20535
1241,26288
1241,26310
1241,28023
1241,28637
1241,29494
1241,32222
1241,33198
1241,35274
1241,38409
1241,39775
1241,45207
1241,45358
1241,54226
1241,56921
1241,88175
1242,19634
1243,53880
1244,32012
1245,32012
1246,28187
1248,10452
1249,10452
1250,10452
1251,10452
1252,42307
1253,42307
1254,52686
1255,52686
1256,8089
1257,16402
1258,53635
1259,36573
1260,44628
1261,53510
1262,45230
1263,35628
1264,3726
1265,24826
1266,40846
1267,36491
1268,29565
1269,49079
1270,5423
1271,23969
1272,31424
1273,47173
1421,5367
1422,5367
1423,5367
1426,8133
1427,43439
1428,43439
1429,44761
1430,44761
1431,9380
1432,46844
1433,44108
1434,7161
1436,44376
1437,19688
1438,18644
1438,18740
1439,15219
1440,52008
1441,32569
1442,17050
1442,54359
1443,24000
1443,51011
1444,3495
1445,8132
1446,50183
1447,27382
1448,53742
1449,33022
1450,44436
1451,38380
1452,38380
1453,52008
1454,50661
1455,9362
1456,9362
1457,7483
1458,42008
1459,2233
1459,57249
1460,43603
1461,5059
1462,20350
1463,58906
1464,2537
1465,51672
1466,20115
1467,12134
1468,56373
1469,2986
1470,40727
1471,26319
1472,23382
1473,56373
1474,1837
1475,26486
1476,11874
1477,20194
1478,18044
1479,1116
1480,26486
1481,38770
1482,38770
1483,766
1484,40698
1485,36505
1486,53697
1487,6536
1488,6536
1489,6536
1490,57311
1491,57311
1492,57311
1493,51030
1494,46893
1495,21316
1496,10593
1497,16149
1498,38822
1499,22520
1500,22520
1501,48487
1502,37461
1502,44312
1503,16078
1504,11160
1505,9316
1506,5969
1507,38003
1508,19328
1509,53697
1510,48183
1512,16154
1513,43439
1514,36240
1514,48911
1515,36240
1515,48911
1516,36240
1516,48911
1517,36240
1517,48911
1518,36240
1518,48911
1519,36240
1519,48911
1520,36240
1520,48911
1521,24081
1522,36417
1522,41481
1523,8510
1524,33643
1525,14513
1526,24081
1527,36240
1527,48911
1528,36240
1528,48911
1529,36240
1530,36240
1530,48911
1531,36240
1531,48911
1532,36240
1532,48911
1533,36240
1533,48911
1534,36240
1534,48911
1535,36240
1535,48911
1536,19445
1537,19445
1538,19445
1539,19445
1540,10575
1541,20465
1542,21041
1543,32389
1544,15454
1544,28485
1545,3226
1546,22955
1547,33352
1548,37833
1549,33352
1550,38611
1551,38611
1552,15514
1553,45062
1554,26689
1555,30590
1556,17505
1557,20824
1558,27938
1559,31033
1560,43878
1561,51518
1562,23769
1563,3685
1564,49014
1565,32135
1566,51919
1567,28542
1568,43878
1569,48010
1570,10189
1571,37045
1572,766
1574,34897
1575,28597
1576,25305
1577,28597
1578,21311
1579,14100
1580,18304
1581,31669
1582,56092
1583,40731
1584,34076
1585,3495
1586,9881
1587,52600
1588,6471
1589,29771
1590,12880
1591,52614
1592,31223
1593,8463
1593,33233
1593,53916
1593,55200
1594,2986
1594,53162
1595,10516
1596,56175
1597,34844
1598,47356
1599,28935
1600,11885
1601,33641
1602,50269
1603,47312
1604,21022
1605,26840
1606,17992
1607,40103
1608,11462
1609,51935
1610,26900
1611,23769
1612,47719
1613,45386
1614,41030
1615,36573
1616,19136
1617,24701
1618,20316
1619,52686
1620,16402
1621,26077
1622,20355
1623,50855
1624,39152
1625,20415
1626,33056
1627,5853
1628,24782
1629,20115
1630,13360
1631,13382
1632,39826
1633,11885
1634,10035
1635,43603
1636,8350
1636,14568
1637,42403
1638,30892
1639,8887
1640,7781
1641,48469
1642,22613
1643,46543
1644,20026
1644,33198
1645,11500
1646,858
1647,46714
1648,53738
1649,766
1650,41892
1651,45991
1652,14153
1653,33930
1654,13091
1655,37752
1656,52008
1657,14153
1658,31078
1659,15809
1660,16071
1661,44436
1662,23298
1663,25458
1664,2537
1665,3919
1666,10572
1667,56553
1668,14153
1669,37051
1670,21688
1671,22344
1672,16078
1673,35364
1674,51324
1675,16078
1676,19276
1677,36864
1678,30133
1679,10071
1680,248
1681,46016
1682,2287
1683,37461
1683,44312
1684,56553
1685,56553
1686,43500
1687,21316
1688,44436
1689,35257
1690,2537
1691,7874
1692,28935
1693,27737
1694,11707
1695,38380
1696,46016
1697,3650
1698,23080
1699,38380
1700,27611
1701,26864
1701,55696
1702,30592
1703,55636
1704,18133
1705,27089
1706,12262
1706,25630
1707,5399
1708,21316
1708,41979
1709,8107
1710,8107
1711,50267
1712,32524
1713,51919
1714,10636
1715,48281
1716,57187
1717,34807
1719,20026
1719,46446
1719,48132
1720,50125
1721,29601
1722,34716
1723,20026
1724,57578
1725,39830
1726,38992
1727,55243
1728,32056
1729,41147
1730,49786
1731,332
1732,16122
1733,21806
1734,27723
1735,42622
1736,491
1737,5233
1738,897
1739,18748
1740,40185
1741,25694
1742,52634
1743,28346
1744,14496
1745,51672
1746,12150
1747,49204
1748,42008
1749,19368
1750,44484
1751,32135
1752,55114
1753,25901
1754,48281
1755,16936
1756,56813
1757,18311
1758,11160
1759,17505
1760,48322
1761,49319
1762,43408
1763,50267
1764,24176
1765,24176
1766,24176
1767,24176
1768,24176
1769,52007
1770,52007
1771,52007
1772,52007
1773,52007
1774,24482
1775,2634
1776,26709
1777,3523
1778,19940
1779,7746
1780,7746
1781,7746
1782,46273
2356,980
2357,3866
2358,21280
2358,28012
2359,28012
2360,28012
2361,28012
2362,28012
2363,28935
2363,37752
2364,18044
2365,88175
2366,26186
2367,770
2368,29527
2369,45251
2370,51672
2371,19437
2372,16845
2373,45619
2374,17707
2375,52018
2376,25259
