person,personLabel,distinction,distinctionLabel,date
http://data.cinematheque.qc.ca/resource/Person52740,Leonard Cohen,http://www.wikidata.org/entity/Q861660,Songwriters Hall of Fame,2010-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person52740,Leonard Cohen,http://www.wikidata.org/entity/Q935843,Grammy du couronnement d'une carrière,2010-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person52740,Leonard Cohen,http://www.wikidata.org/entity/Q904528,Grammy Award de l'album de l'année,2007-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person52740,Leonard Cohen,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,1993-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person52740,Leonard Cohen,http://www.wikidata.org/entity/Q3332454,prix Princesse des Asturies de littérature,2011-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person52740,Leonard Cohen,http://www.wikidata.org/entity/Q3405801,prix du Gouverneur général : poésie ou théâtre de langue anglaise,1968-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person52740,Leonard Cohen,http://www.wikidata.org/entity/Q6314105,prix Juno du compositeur de l'année,2013-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person52740,Leonard Cohen,http://www.wikidata.org/entity/Q3404522,prix Denise-Pelletier,2012-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person52740,Leonard Cohen,http://www.wikidata.org/entity/Q3362499,Panthéon de la musique canadienne,1991-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person52740,Leonard Cohen,http://www.wikidata.org/entity/Q3405963,prix littéraires du Gouverneur général,1968-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person52740,Leonard Cohen,http://www.wikidata.org/entity/Q4376984,prix Juno de l'artiste de l'année,2013-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person52740,Leonard Cohen,http://www.wikidata.org/entity/Q6314105,prix Juno du compositeur de l'année,1994-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person52740,Leonard Cohen,http://www.wikidata.org/entity/Q1531033,prix Glenn-Gould,2011-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person11728,Hal Holbrook,http://www.wikidata.org/entity/Q1571938,National Humanities Medal,2003-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person11728,Hal Holbrook,http://www.wikidata.org/entity/Q1445521,Tony Award du meilleur acteur dans une pièce,1966-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person11728,Hal Holbrook,http://www.wikidata.org/entity/Q989439,Primetime Emmy Award du meilleur acteur dans une série télévisée dramatique,1971-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person31266,Hagood Hardy,http://www.wikidata.org/entity/Q6314081,prix Juno de l'album instrumental de l'année,1977-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person31266,Hagood Hardy,http://www.wikidata.org/entity/Q6314081,prix Juno de l'album instrumental de l'année,1976-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person31266,Hagood Hardy,http://www.wikidata.org/entity/Q6314105,prix Juno du compositeur de l'année,1976-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person38917,Frank Sinatra,http://www.wikidata.org/entity/Q106291,Oscar du meilleur acteur dans un second rôle,1953-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person38917,Frank Sinatra,http://www.wikidata.org/entity/Q640353,Cecil B. DeMille Award,1971-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person38917,Frank Sinatra,http://www.wikidata.org/entity/Q935843,Grammy du couronnement d'une carrière,1965-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person38917,Frank Sinatra,http://www.wikidata.org/entity/Q904528,Grammy Award de l'album de l'année,1959-11-29T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person38917,Frank Sinatra,http://www.wikidata.org/entity/Q5593916,Grammy Trustees Award,1979-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person38917,Frank Sinatra,http://www.wikidata.org/entity/Q1542347,Grammy Legend Award,1994-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person10577,Kathleen Turner,http://www.wikidata.org/entity/Q1011564,Golden Globe de la meilleure actrice dans un film musical ou une comédie,1984-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person10577,Kathleen Turner,http://www.wikidata.org/entity/Q1011564,Golden Globe de la meilleure actrice dans un film musical ou une comédie,1985-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person78948,Luke Kirby,http://www.wikidata.org/entity/Q530923,Primetime Emmy Award du meilleur acteur invité dans une série télévisée comique,2019-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person2766,James Cromwell,http://www.wikidata.org/entity/Q945887,Primetime Emmy Award du meilleur acteur dans un second rôle dans une mini-série ou un téléfilm,2013-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person72373,James Marsters,http://www.wikidata.org/entity/Q1268066,Saturn Award du meilleur acteur de télévision dans un second rôle,2000-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person72373,James Marsters,http://www.wikidata.org/entity/Q1268066,Saturn Award du meilleur acteur de télévision dans un second rôle,2003-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person87796,LeVar Burton,http://www.wikidata.org/entity/Q5593890,Grammy Award du meilleur livre audio,1999-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person15960,Mathieu Kassovitz,http://www.wikidata.org/entity/Q1377763,Discovery of the Year - Prix FIPRESCI,1995-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person7076,William Klein,http://www.wikidata.org/entity/Q16661472,Lucie Award,2005-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person7076,William Klein,http://www.wikidata.org/entity/Q1324112,prix international de la Fondation Hasselblad,1990-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person31329,Darry Cowl,http://www.wikidata.org/entity/Q900424,César du meilleur acteur dans un second rôle,2004-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person31329,Darry Cowl,http://www.wikidata.org/entity/Q727282,César d'honneur,2001-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person43928,Frédéric Back,http://www.wikidata.org/entity/Q8025998,prix Winsor-McCay,1986-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person43928,Frédéric Back,http://www.wikidata.org/entity/Q3404315,prix Albert-Tessier,1991-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person43981,Michel Audiard,http://www.wikidata.org/entity/Q900369,César du meilleur scénario original ou adaptation,1982-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person43981,Michel Audiard,http://www.wikidata.org/entity/Q16509832,Prix Jean-Le-Duc,1981-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person43981,Michel Audiard,http://www.wikidata.org/entity/Q19952250,Prix Courteline,1974-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person43981,Michel Audiard,http://www.wikidata.org/entity/Q95981120,prix des Quatre jurys,1978-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person43981,Michel Audiard,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,1976-04-28T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person51045,Michel Galabru,http://www.wikidata.org/entity/Q900494,César du meilleur acteur,1977-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person51045,Michel Galabru,http://www.wikidata.org/entity/Q16665736,médaille de la Ville de Paris,2011-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person51045,Michel Galabru,http://www.wikidata.org/entity/Q13422142,grand officier de l'ordre national du Mérite,2013-05-14T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person51045,Michel Galabru,http://www.wikidata.org/entity/Q3405661,prix du Brigadier,2011-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person51045,Michel Galabru,http://www.wikidata.org/entity/Q3391062,Plaisir du théâtre,2007-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person51045,Michel Galabru,http://www.wikidata.org/entity/Q13422141,commandeur de l'ordre national du Mérite,2000-12-14T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person51045,Michel Galabru,http://www.wikidata.org/entity/Q3319581,Molières 2008,2008-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person38728,Richard Clark,http://www.wikidata.org/entity/Q1150306,Disney Legend,2013-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person38728,Richard Clark,http://www.wikidata.org/entity/Q5593916,Grammy Trustees Award,1990-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person15484,Marie Laberge,http://www.wikidata.org/entity/Q3114234,Grand Prix des lectrices de ELLE Québec,1993-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person15484,Marie Laberge,http://www.wikidata.org/entity/Q61478580,Compagne/Compagnon de l'Ordre des arts et des lettres du Québec,2015-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person15484,Marie Laberge,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,2004-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person15484,Marie Laberge,http://www.wikidata.org/entity/Q3405963,prix littéraires du Gouverneur général,1981-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person39718,Jean Delannoy,http://www.wikidata.org/entity/Q33139180,Prix Montyon - prix de vertu,1888-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person48569,Georges Wilson,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,1983-02-21T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person48569,Georges Wilson,http://www.wikidata.org/entity/Q1943514,Molière du comédien dans un second rôle,2001-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person56751,Jean Yanne,http://www.wikidata.org/entity/Q586140,prix d'interprétation masculine,1972-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person18097,Bretislav Pojar,http://www.wikidata.org/entity/Q1141859,médaille du Mérite de la République tchèque,2008-10-28T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person18097,Bretislav Pojar,http://www.wikidata.org/entity/Q63981606,citoyen d'honneur de Prague 2,2007-10-08T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person21855,Jean-François Stévenin,http://www.wikidata.org/entity/Q20723634,prix France Culture Cinéma,2002-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person52161,Jean Douchet,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,2014-07-09T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person28996,Michel Lessard,http://www.wikidata.org/entity/Q3404786,prix Gérard-Morisset,1996-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person45262,Marie Brassard,http://www.wikidata.org/entity/Q61478580,Compagne/Compagnon de l'Ordre des arts et des lettres du Québec,2016-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person14293,Shannon Tweed,http://www.wikidata.org/entity/Q728711,playmate,1981-11-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person20223,Buster Keaton,http://www.wikidata.org/entity/Q727328,Oscar d'honneur,1959-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person29831,Jamie Lee Curtis,http://www.wikidata.org/entity/Q787123,British Academy Film Award de la meilleure actrice dans un second rôle,1984-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person29831,Jamie Lee Curtis,http://www.wikidata.org/entity/Q1011564,Golden Globe de la meilleure actrice dans un film musical ou une comédie,1994-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person94317,David Copperfield,http://www.wikidata.org/entity/Q3285563,Mandrake d'or,2000-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person29825,Marie-Josée Longchamps,http://www.wikidata.org/entity/Q21672149,chevalier de l'ordre de la Pléiade,2004-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person32672,Margaret Laurence,http://www.wikidata.org/entity/Q992455,prix Molson,1974-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person32672,Margaret Laurence,http://www.wikidata.org/entity/Q3405805,prix du Gouverneur général : romans et nouvelles de langue anglaise,1966-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person32672,Margaret Laurence,http://www.wikidata.org/entity/Q3405805,prix du Gouverneur général : romans et nouvelles de langue anglaise,1974-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person14678,Omar Sharif,http://www.wikidata.org/entity/Q900494,César du meilleur acteur,2004-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person14678,Omar Sharif,http://www.wikidata.org/entity/Q1534906,Golden Globe de la révélation masculine de l'année,1963-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person94694,Victor Garber,http://www.wikidata.org/entity/Q857933,allée des célébrités canadiennes,2013-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person94694,Victor Garber,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1973-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person10924,Benjamin Britten,http://www.wikidata.org/entity/Q1165751,prix musical Léonie-Sonning,1968-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person10924,Benjamin Britten,http://www.wikidata.org/entity/Q703298,prix Ernst von Siemens,1974-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person10924,Benjamin Britten,http://www.wikidata.org/entity/Q27575234,médaille d'or de la  Royal Philharmonic Society,1964-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person10924,Benjamin Britten,http://www.wikidata.org/entity/Q2569837,prix Wihuri Sibelius,1965-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person77302,Jacques Grisé,http://www.wikidata.org/entity/Q367976,Prix Félix,1979-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person136443,Barry Bostwick,http://www.wikidata.org/entity/Q1723064,Tony Award du meilleur acteur dans une comédie musicale,1977-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person6893,Colm Feore,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,2019-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person82122,Eric Roberts,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1988-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person34994,Jacques Weber,http://www.wikidata.org/entity/Q900424,César du meilleur acteur dans un second rôle,1991-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person53665,Alain Chamfort,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,2018-08-31T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person53665,Alain Chamfort,http://www.wikidata.org/entity/Q13422140,officier de l'ordre national du Mérite,2011-11-14T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person25181,Guy Mauffette,http://www.wikidata.org/entity/Q15464509,grand officier de l'Ordre national du Québec,1996-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person47786,Norman McLaren,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,1985-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person47786,Norman McLaren,http://www.wikidata.org/entity/Q59783532,Royal Designers for Industry honoraire,1986-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person47786,Norman McLaren,http://www.wikidata.org/entity/Q992455,prix Molson,1971-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person47786,Norman McLaren,http://www.wikidata.org/entity/Q3404315,prix Albert-Tessier,1982-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person47786,Norman McLaren,http://www.wikidata.org/entity/Q8025998,prix Winsor-McCay,1975-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person6868,Romane Bohringer,http://www.wikidata.org/entity/Q29597,César du meilleur espoir féminin,1993-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person32602,Johan Leysen,http://www.wikidata.org/entity/Q1535546,Veau d'or du meilleur acteur,1998-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person37846,Riz Ortolani,http://www.wikidata.org/entity/Q1472235,Golden Globe de la meilleure chanson originale,1965-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person50162,Bill Paxton,http://www.wikidata.org/entity/Q518675,Screen Actors Guild Award de la meilleure distribution,1996-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person87086,Laurence Fishburne,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1992-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person87086,Laurence Fishburne,http://www.wikidata.org/entity/Q1044427,Primetime Emmy Award,1993-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person87086,Laurence Fishburne,http://www.wikidata.org/entity/Q2604800,Primetime Emmy Award du meilleur acteur invité dans une série télévisée dramatique,1993-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person87086,Laurence Fishburne,http://www.wikidata.org/entity/Q1474410,Tony award du meilleur acteur dans un second rôle dans une pièce,1992-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person147227,David Guetta,http://www.wikidata.org/entity/Q13452528,chevalier des Arts et des Lettres,2007-11-23T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person55224,Mika Kaurismäki,http://www.wikidata.org/entity/Q335233,médaille Pro Finlandia de l'ordre du Lion de Finlande,1994-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person80628,Steve Hill,http://www.wikidata.org/entity/Q507057,prix Juno,2015-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person6354,Bernard-Henri Lévy,http://www.wikidata.org/entity/Q1543399,prix Interallié,1988-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person6354,Bernard-Henri Lévy,http://www.wikidata.org/entity/Q58352,prix Médicis,1984-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person79559,Pascale Ferland,http://www.wikidata.org/entity/Q3404988,Prix Lynch-Staunton,2006-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person17921,François Truffaut,http://www.wikidata.org/entity/Q510175,prix de la mise en scène,1959-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person17921,François Truffaut,http://www.wikidata.org/entity/Q139184,British Academy Film Award du meilleur film,1974-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person17921,François Truffaut,http://www.wikidata.org/entity/Q645595,César du meilleur film,1981-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person17921,François Truffaut,http://www.wikidata.org/entity/Q24137,César du meilleur réalisateur,1981-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person17921,François Truffaut,http://www.wikidata.org/entity/Q105304,Oscar du meilleur film international,1973-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person17921,François Truffaut,http://www.wikidata.org/entity/Q3352913,Bodil du meilleur film non-américain,1964-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person17921,François Truffaut,http://www.wikidata.org/entity/Q3352913,Bodil du meilleur film non-américain,1959-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person17921,François Truffaut,http://www.wikidata.org/entity/Q3352913,Bodil du meilleur film non-américain,1962-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person17921,François Truffaut,http://www.wikidata.org/entity/Q3703245,David Luchino Visconti,1981-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person17921,François Truffaut,http://www.wikidata.org/entity/Q696972,prix NYFCC du meilleur réalisateur,1973-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person17921,François Truffaut,http://www.wikidata.org/entity/Q787131,British Academy Film Award du meilleur réalisateur,1974-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person17921,François Truffaut,http://www.wikidata.org/entity/Q734335,prix Louis-Delluc,1968-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person17921,François Truffaut,http://www.wikidata.org/entity/Q900369,César du meilleur scénario original ou adaptation,1981-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person17921,François Truffaut,http://www.wikidata.org/entity/Q1315008,National Society of Film Critics Award du meilleur réalisateur,1973-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person17921,François Truffaut,http://www.wikidata.org/entity/Q1328249,National Board of Review Award du meilleur film en langue étrangère,1970-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person17921,François Truffaut,http://www.wikidata.org/entity/Q1328249,National Board of Review Award du meilleur film en langue étrangère,1975-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person30215,Anouk Aimée,http://www.wikidata.org/entity/Q463085,Golden Globe de la meilleure actrice dans un film dramatique,1966-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person30215,Anouk Aimée,http://www.wikidata.org/entity/Q687123,British Academy Film Award de la meilleure actrice,1968-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person30215,Anouk Aimée,http://www.wikidata.org/entity/Q287062,Ours d'or d'honneur,2003-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person30215,Anouk Aimée,http://www.wikidata.org/entity/Q840286,prix d'interprétation féminine,1980-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person30215,Anouk Aimée,http://www.wikidata.org/entity/Q727282,César d'honneur,2002-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person33605,Philippe Noiret,http://www.wikidata.org/entity/Q400007,British Academy Film Award du meilleur acteur,1991-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person33605,Philippe Noiret,http://www.wikidata.org/entity/Q900494,César du meilleur acteur,1976-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person33605,Philippe Noiret,http://www.wikidata.org/entity/Q900494,César du meilleur acteur,1990-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person33605,Philippe Noiret,http://www.wikidata.org/entity/Q3404523,David di Donatello du meilleur acteur étranger,1976-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person33605,Philippe Noiret,http://www.wikidata.org/entity/Q3404523,David di Donatello du meilleur acteur étranger,1990-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person33605,Philippe Noiret,http://www.wikidata.org/entity/Q932281,Prix du cinéma européen du meilleur acteur,1989-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person42008,Marguerite Duras,http://www.wikidata.org/entity/Q1542806,grand prix du théâtre (Académie française),1983-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person42008,Marguerite Duras,http://www.wikidata.org/entity/Q187300,prix Goncourt,1984-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person42008,Marguerite Duras,http://www.wikidata.org/entity/Q698647,prix de l'État autrichien pour la littérature européenne,1989-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person21022,Raoul Peck,http://www.wikidata.org/entity/Q832127,César du meilleur film documentaire,2018-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person7260,Marc Lavoine,http://www.wikidata.org/entity/Q13452528,chevalier des Arts et des Lettres,2004-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person7260,Marc Lavoine,http://www.wikidata.org/entity/Q13452524,officier des Arts et des Lettres,2007-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person7260,Marc Lavoine,http://www.wikidata.org/entity/Q3405187,prix Raoul-Breton,1986-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person7260,Marc Lavoine,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,2007-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person885,Sylvain Lelièvre,http://www.wikidata.org/entity/Q3362498,Panthéon des auteurs et compositeurs canadiens,2015-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person885,Sylvain Lelièvre,http://www.wikidata.org/entity/Q367976,Prix Félix,2001-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person885,Sylvain Lelièvre,http://www.wikidata.org/entity/Q367976,Prix Félix,1994-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person885,Sylvain Lelièvre,http://www.wikidata.org/entity/Q3332206,médaille Jacques-Blanchet,1983-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person43927,Faith Hubley,http://www.wikidata.org/entity/Q8025998,prix Winsor-McCay,1975-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person49869,John Hubley,http://www.wikidata.org/entity/Q8025998,prix Winsor-McCay,1975-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person4674,Roland Lepage,http://www.wikidata.org/entity/Q3404522,prix Denise-Pelletier,2009-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person4674,Roland Lepage,http://www.wikidata.org/entity/Q61478580,Compagne/Compagnon de l'Ordre des arts et des lettres du Québec,2018-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person34093,Marcy Page,http://www.wikidata.org/entity/Q40668857,Prix René-Jodoin,2015-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person48757,Maurice Barrier,http://www.wikidata.org/entity/Q1943514,Molière du comédien dans un second rôle,1998-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person56662,Jean Chatenet,http://www.wikidata.org/entity/Q56374235,prix Paul-Flat,1963-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person56662,Jean Chatenet,http://www.wikidata.org/entity/Q16830104,prix Alfred-Née,1971-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person44496,Paul Anka,http://www.wikidata.org/entity/Q13452528,chevalier des Arts et des Lettres,1991-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person44496,Paul Anka,http://www.wikidata.org/entity/Q3362499,Panthéon de la musique canadienne,1980-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person44496,Paul Anka,http://www.wikidata.org/entity/Q857933,allée des célébrités canadiennes,2005-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person44496,Paul Anka,http://www.wikidata.org/entity/Q6314105,prix Juno du compositeur de l'année,1975-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person10056,Claude Pinoteau,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,1996-05-30T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person10056,Claude Pinoteau,http://www.wikidata.org/entity/Q734335,prix Louis-Delluc,1974-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person10056,Claude Pinoteau,http://www.wikidata.org/entity/Q3404794,prix Henri-Langlois,2008-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person10056,Claude Pinoteau,http://www.wikidata.org/entity/Q16509832,Prix Jean-Le-Duc,1974-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person13038,Marie-Josephe Yoyotte,http://www.wikidata.org/entity/Q900447,César du meilleur montage,2001-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person13038,Marie-Josephe Yoyotte,http://www.wikidata.org/entity/Q900447,César du meilleur montage,1997-01-01T00:00:00Z
http://data.cinematheque.qc.ca/resource/Person13038,Marie-Josephe Yoyotte,http://www.wikidata.org/entity/Q900447,César du meilleur montage,1977-01-01T00:00:00Z
